#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1241	433512	433736	-	MDNEJI_05121	8.5	4.4		SO:0001217, UniRef:UniRef50_A0A0U1UNS7
contig_1241	442307	444217	-	MDNEJI_05131	65.7	6.2	PF09718.15|Tape_meas_lam_C	PFAM:PF09718.15
contig_1244	63	365	-	MDNEJI_05132	10.7	11.6		
contig_1246	101	358	-	MDNEJI_05133	10.1	11.7		
contig_1250	100	411	+	MDNEJI_05134	11.5	10.2	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_1252	1812	2009	-	MDNEJI_05138	7.4	11.9		
contig_1252	2006	2527	-	MDNEJI_05139	19.6	9.4	PF01464.25|SLT	PFAM:PF01464.25
contig_1253	96	410	-	MDNEJI_05140	11.7	8.4		
contig_1261	16	408	+	MDNEJI_05141	14.5	4.8	PF01613.24|Flavin_Reduct	PFAM:PF01613.24
contig_1263	1812	2009	-	MDNEJI_05145	7.4	11.9		
contig_1263	2006	2527	-	MDNEJI_05146	19.6	9.4	PF01464.25|SLT	PFAM:PF01464.25
contig_1265	7	144	+	MDNEJI_05147	5.1	6.0		
contig_1266	204	413	-	MDNEJI_05148	8.4	5.0	PF00120.29|Gln-synt_C	PFAM:PF00120.29
contig_1274	161	1024	-	MDNEJI_05150	31.5	4.8		
contig_1274	1106	1948	-	MDNEJI_05151	29.7	9.9		
contig_1276	21	272	+	MDNEJI_05153	9.6	12.0		
contig_1280	55	342	+	MDNEJI_05154	10.1	9.8		
contig_1287	108	317	+	MDNEJI_05157	7.8	8.7		
contig_1288	23	250	+	MDNEJI_05158	8.9	10.8		
contig_1293	150	317	+	MDNEJI_05159	6.1	9.3	PF03167.24|UDG	PFAM:PF03167.24
contig_1294	140	337	-	MDNEJI_05160	6.7	11.7		
contig_1305	39	239	+	MDNEJI_05162	7.0	4.8		
contig_1307	674	940	-	MDNEJI_05163	10.1	5.5		
contig_1307	1549	1809	+	MDNEJI_05165	9.6	4.6		
contig_1316	62	403	+	MDNEJI_05166	12.6	5.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1324	104	238	-	MDNEJI_05169	4.8	4.2		
contig_1327	65	325	-	MDNEJI_05170	9.6	4.4		
contig_1332	42	203	+	MDNEJI_05172	6.2	6.7		
contig_1339	5	376	-	MDNEJI_05173	13.7	6.0		
contig_1340	233	1468	+	MDNEJI_05174	44.4	7.1		
contig_1340	1333	1638	-	MDNEJI_05175	11.3	4.7	PF00857.26|Isochorismatase	PFAM:PF00857.26
contig_1351	682	927	+	MDNEJI_05177	8.9	5.0		
contig_1352	177	731	+	MDNEJI_05179	21.1	7.9		
contig_1352	1546	3846	-	MDNEJI_05180	81.3	6.1		
contig_1352	21288	21701	+	MDNEJI_05196	16.5	10.3		
contig_1352	21768	22118	+	MDNEJI_05197	13.5	7.9	PF23296.1|DUF7079	PFAM:PF23296.1, SO:0001217, UniRef:UniRef50_Q9I4K2
contig_1352	35679	36053	+	MDNEJI_05213	13.6	9.9		SO:0001217, UniRef:UniRef50_Q9I4L8
contig_1352	63281	64444	-	MDNEJI_05241	39.4	4.8	PF00700.27|Flagellin_C	PFAM:PF00700.27
contig_1352	71220	71852	-	MDNEJI_05246	22.3	5.6	PF00132.30|Hexapep, PF17836.7|PglD_N	PFAM:PF00132.30, PFAM:PF17836.7
contig_1352	139659	140009	-	MDNEJI_05317	12.9	8.5		
contig_1352	145161	145343	-	MDNEJI_05323	6.6	9.1	PF03061.28|4HBT	PFAM:PF03061.28
contig_1352	145374	145568	-	MDNEJI_05324	7.2	6.0		
contig_1352	177052	177669	-	MDNEJI_05354	20.2	4.9	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_1352	178187	178828	+	MDNEJI_05355	22.7	10.1		
contig_1352	184194	184655	-	MDNEJI_05360	17.6	10.2	PF13683.12|rve_3	PFAM:PF13683.12
contig_1352	184943	185104	+	MDNEJI_05361	5.8	4.6		
contig_1352	191243	191512	+	MDNEJI_05365	9.8	10.6		
contig_1352	195875	196327	+	MDNEJI_05369	16.3	5.9		
contig_1352	205782	205955	-	MDNEJI_05377	6.7	5.1		
contig_1352	207884	207982	+	MDNEJI_05379	3.7	5.1		
contig_1352	208058	208936	+	MDNEJI_05380	33.1	8.5	PF01609.27|DDE_Tnp_1, PF05598.16|DUF772, PF13683.12|rve_3	PFAM:PF01609.27, PFAM:PF05598.16, PFAM:PF13683.12
contig_1352	210496	211077	+	MDNEJI_05383	20.8	9.4		
contig_1352	216456	217565	+	MDNEJI_05389	37.9	8.9		SO:0001217, UniRef:UniRef50_A0A0H2ZH89
contig_1352	219828	220487	+	MDNEJI_05395	25.5	6.5		
contig_1352	227154	227372	-	MDNEJI_05402	8.1	9.0		SO:0001217, UniRef:UniRef50_G8CNY2
contig_1352	228076	228330	+	MDNEJI_05404	9.6	10.6	PF00239.26|Resolvase, PF02796.21|HTH_7	PFAM:PF00239.26, PFAM:PF02796.21
contig_1352	243831	244127	-	MDNEJI_05417	11.4	10.1	PF13683.12|rve_3	PFAM:PF13683.12
contig_1352	245122	245247	+	MDNEJI_05420	4.7	9.5		
contig_1352	256204	256299	+	MDNEJI_05424	3.5	6.0		
contig_1352	256292	256657	+	MDNEJI_05425	14.1	4.6		SO:0001217, UniRef:UniRef50_A0A5E7P3U6
contig_1352	283674	283868	-	MDNEJI_05455	7.3	5.8		
contig_1352	315380	315694	+	MDNEJI_05487	12.3	5.1		
contig_1352	325005	325397	+	MDNEJI_05495	14.8	4.6		
contig_1352	327222	327737	+	MDNEJI_05497	18.6	9.7	PF04355.18|BamE, PF13511.11|DUF4124	PFAM:PF04355.18, PFAM:PF13511.11
contig_1352	327783	328268	-	MDNEJI_05498	17.1	11.4		SO:0001217, UniRef:UniRef50_Q9I546
contig_1352	328321	328824	-	MDNEJI_05499	17.9	5.9	PF23961.1|Phage_tail_terminator_9	PFAM:PF23961.1, SO:0001217, UniRef:UniRef50_Q9I547
contig_1352	328916	329191	-	MDNEJI_05500	9.9	10.0	PF05449.16|Phage_holin_3_7	PFAM:PF05449.16
contig_1352	329723	330253	-	MDNEJI_05502	20.2	9.8		SO:0001217, UniRef:UniRef50_Q9I550
contig_1352	386687	386992	-	MDNEJI_05557	11.2	6.7		
contig_1352	422794	423120	-	MDNEJI_05591	12.6	6.5		SO:0001217, UniRef:UniRef50_UPI001EE3390F
contig_1353	27	368	-	MDNEJI_05592	12.7	4.5	PF01717.24|Meth_synt_2	PFAM:PF01717.24
contig_1356	1	369	-	MDNEJI_05593	13.9	9.6		
contig_1358	20	355	+	MDNEJI_05594	12.4	6.2	PF21082.3|MS_channel_3rd	PFAM:PF21082.3
contig_1359	140	379	-	MDNEJI_05595	8.4	10.4		
contig_1360	82	204	+	MDNEJI_05596	4.3	8.5		
contig_1363	895	1422	-	MDNEJI_05598	19.1	6.5		
contig_1364	39	395	-	MDNEJI_05599	13.2	5.1		
contig_1369	33	392	+	MDNEJI_05600	12.9	5.2		
contig_1374	81	410	+	MDNEJI_05601	11.8	11.2		
contig_1376	14	178	+	MDNEJI_05604	5.9	9.8	PF00011.27|HSP20	PFAM:PF00011.27
contig_1378	106	306	-	MDNEJI_05605	7.6	11.6		
contig_1380	47	214	+	MDNEJI_05606	6.5	9.2		
contig_1393	27	389	-	MDNEJI_05610	13.2	6.7	PF00072.30|Response_reg	PFAM:PF00072.30
contig_1396	43	774	+	MDNEJI_05611	26.4	5.7	PF01474.22|DAHP_synth_2	PFAM:PF01474.22
contig_1399	17	259	+	MDNEJI_05612	9.1	12.0		
contig_1456	101	217	+	MDNEJI_05616	4.3	4.7		
contig_1463	5408	6127	-	MDNEJI_05622	27.2	9.7		
contig_1463	24728	24838	-	MDNEJI_05644	4.2	4.7		
contig_1463	32424	32777	-	MDNEJI_05655	12.1	5.8		
contig_1463	33236	33595	-	MDNEJI_05656	13.4	9.1		
contig_1463	34046	34216	+	MDNEJI_05658	5.9	6.5		SO:0001217, UniRef:UniRef50_A0A0C6F2B6
contig_1463	79489	79824	+	MDNEJI_05698	12.6	7.8		
contig_1463	84320	84790	+	MDNEJI_05702	17.5	4.7		
contig_1463	115848	116111	+	MDNEJI_05738	9.9	5.6		SO:0001217, UniRef:UniRef50_A0A2R3INH8
contig_1463	118076	118312	-	MDNEJI_05741	9.0	8.2		SO:0001217, UniRef:UniRef50_A6UYZ1
contig_1463	142434	142664	-	MDNEJI_05767	7.9	4.6		
contig_1463	147712	147921	+	MDNEJI_05773	8.0	9.5	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_1463	162072	162515	-	MDNEJI_05789	17.0	5.1		SO:0001217, UniRef:UniRef50_Q9I637
contig_1463	168075	168644	-	MDNEJI_05795	20.4	6.6	PF00440.29|TetR_N, PF16925.10|TetR_C_13, PF21993.1|TetR_C_13_2	PFAM:PF00440.29, PFAM:PF16925.10, PFAM:PF21993.1
contig_1463	176224	176844	+	MDNEJI_05803	23.3	6.5	PF02798.26|GST_N, PF13409.12|GST_N_2, PF13410.11|GST_C_2, PF13417.12|GST_N_3	PFAM:PF02798.26, PFAM:PF13409.12, PFAM:PF13410.11, PFAM:PF13417.12
contig_1463	176807	176992	-	MDNEJI_05804	6.6	11.8		
contig_1463	176989	177291	-	MDNEJI_05805	11.0	6.7		SO:0001217, UniRef:UniRef50_Q9I652
contig_1463	236245	237618	+	MDNEJI_05851	50.7	5.6		SO:0001217, UniRef:UniRef50_Q9I695
contig_1463	268097	268267	+	MDNEJI_05878	6.1	11.3	PF02594.21|DUF167	PFAM:PF02594.21
contig_1463	272330	272749	+	MDNEJI_05882	15.3	6.6	PF14467.12|DUF4426	PFAM:PF14467.12
contig_1463	275081	275338	+	MDNEJI_05886	9.7	5.5		
contig_1463	283307	284683	-	MDNEJI_05897	48.7	4.8	PF00448.28|SRP54, PF02881.24|SRP54_N, PF06414.18|Zeta_toxin, PF13401.12|AAA_22	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF06414.18, PFAM:PF13401.12
contig_1463	288280	288846	+	MDNEJI_05901	20.8	4.3		
contig_1463	292759	293307	+	MDNEJI_05906	19.6	6.8		
contig_1463	351256	351345	-	MDNEJI_05964	3.5	9.7		
contig_1466	14	277	+	MDNEJI_06015	9.7	9.4		
contig_1474	12	230	+	MDNEJI_06016	7.8	8.2		
contig_1497	4	219	+	MDNEJI_06019	7.9	5.5		
contig_1515	122	355	+	MDNEJI_06020	8.6	8.1		
contig_1525	47	256	-	MDNEJI_06021	7.7	5.1	PF00202.27|Aminotran_3	PFAM:PF00202.27
contig_1529	686	883	-	MDNEJI_06022	7.3	5.0	PF10417.14|1-cysPrx_C	PFAM:PF10417.14
contig_1533	65	202	+	MDNEJI_06023	5.2	10.0		
contig_1540	297	419	-	MDNEJI_06024	4.3	9.7		
contig_1541	94	309	-	MDNEJI_06025	8.0	9.6	PF06827.20|zf-FPG_IleRS	PFAM:PF06827.20
contig_1543	171	350	-	MDNEJI_06026	6.2	6.5		
contig_1545	264	359	-	MDNEJI_06027	3.5	6.5		
contig_1550	3	218	+	MDNEJI_06028	7.8	6.5		
contig_1551	27	209	+	MDNEJI_06029	6.4	11.7		
contig_1558	74	271	+	MDNEJI_06030	7.6	5.5	PF00557.29|Peptidase_M24	PFAM:PF00557.29
contig_1559	37	267	+	MDNEJI_06031	8.9	10.7		
contig_1573	89	292	-	MDNEJI_06032	7.6	5.3		
contig_1574	13292	13570	-	MDNEJI_06038	10.4	5.0		
contig_1574	14672	15211	+	MDNEJI_06041	19.8	8.3	PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF04545.22, PFAM:PF08281.18
contig_1574	16578	17216	+	MDNEJI_06043	23.8	5.0		SO:0001217, UniRef:UniRef50_Q9I0C2
contig_1574	81171	81761	+	MDNEJI_06102	22.3	9.4	PF07963.17|N_methyl	PFAM:PF07963.17
contig_1574	83417	83860	+	MDNEJI_06104	16.4	6.1		SO:0001217, UniRef:UniRef50_A0A0G5MC87
contig_1574	90579	90845	-	MDNEJI_06113	10.0	7.8		
contig_1574	95764	96072	+	MDNEJI_06120	11.4	11.7		
contig_1574	120129	122147	-	MDNEJI_06140	73.8	6.5	PF05787.19|PhoX	PFAM:PF05787.19
contig_1574	136199	136471	-	MDNEJI_06154	9.6	5.5	PF00313.28|CSD	PFAM:PF00313.28
contig_1574	152034	152339	-	MDNEJI_06169	10.9	4.6	PF04077.17|DsrH	PFAM:PF04077.17
contig_1574	183948	184481	+	MDNEJI_06197	19.5	9.8	PF04352.18|ProQ	PFAM:PF04352.18
contig_1574	198734	198880	+	MDNEJI_06212	5.2	5.6		
contig_1574	199016	199423	+	MDNEJI_06213	14.9	7.8		SO:0001217, UniRef:UniRef50_Q9I0R7
contig_1574	206202	206714	+	MDNEJI_06220	17.4	9.4		
contig_1574	208715	209002	+	MDNEJI_06222	10.3	4.4		SO:0001217, UniRef:UniRef50_Q9I0S4
contig_1574	210208	210354	-	MDNEJI_06225	5.6	9.0		
contig_1574	225554	225979	+	MDNEJI_06239	15.5	4.8	PF00903.31|Glyoxalase	PFAM:PF00903.31
contig_1574	227127	227759	+	MDNEJI_06241	24.0	6.2	PF13508.13|Acetyltransf_7, PF13527.13|Acetyltransf_9, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13527.13, PFAM:PF13673.13
contig_1574	257242	257496	+	MDNEJI_06261	9.5	10.3		SO:0001217, UniRef:UniRef50_A6V4T7
contig_1574	284527	284694	+	MDNEJI_06285	6.2	7.9		
contig_1574	299575	299769	-	MDNEJI_06300	7.4	5.3		SO:0001217, UniRef:UniRef50_Q9I0Z6
contig_1574	299786	299905	-	MDNEJI_06301	4.0	9.5		
contig_1574	309296	310630	+	MDNEJI_06311	49.3	5.9	PF00067.27|p450	PFAM:PF00067.27
contig_1574	322858	323172	-	MDNEJI_06323	10.5	4.5		
contig_1592	15	356	+	MDNEJI_06324	12.8	6.9	PF00117.34|GATase	PFAM:PF00117.34
contig_1593	8	349	-	MDNEJI_06325	12.8	6.9	PF00117.34|GATase	PFAM:PF00117.34
contig_1595	26	142	+	MDNEJI_06326	4.4	8.0	PF02219.23|MTHFR	PFAM:PF02219.23
contig_1599	176	331	-	MDNEJI_06327	5.4	4.1	PF01557.24|FAA_hydrolase	PFAM:PF01557.24
contig_1600	38	358	-	MDNEJI_06328	11.7	5.5		
contig_1613	46	204	+	MDNEJI_06330	6.0	5.5		
contig_1613	196	348	-	MDNEJI_06331	5.3	6.5		
contig_1615	104	352	-	MDNEJI_06332	9.5	4.7		
contig_1616	17	325	+	MDNEJI_06333	11.0	4.4	PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00532.27, PFAM:PF13377.12
contig_1618	163	750	-	MDNEJI_06334	20.6	5.9		
contig_1623	46	285	+	MDNEJI_06335	9.4	6.9		
contig_1653	52	279	+	MDNEJI_06337	8.0	8.8		
contig_1662	395	718	-	MDNEJI_06339	11.0	6.2	PF01380.27|SIS	PFAM:PF01380.27
contig_1673	2	694	-	MDNEJI_06341	24.5	5.6		
contig_1674	64	354	+	MDNEJI_06342	10.5	4.9	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_1685	21214	21435	-	MDNEJI_06351	8.1	7.9		
contig_1685	36322	37026	-	MDNEJI_06362	26.3	10.5		
contig_1685	43094	43528	+	MDNEJI_06367	15.6	10.2		SO:0001217, UniRef:UniRef50_A0A246FB67
contig_1685	45539	46084	+	MDNEJI_06369	19.4	10.2		
contig_1685	50083	50292	+	MDNEJI_06373	7.7	6.5		
contig_1685	51330	51575	-	MDNEJI_06375	9.2	5.2		SO:0001217, UniRef:UniRef50_Q9I153
contig_1685	70575	71087	-	MDNEJI_06382	20.3	6.2		SO:0001217, UniRef:UniRef50_A0A367M8S3
contig_1685	87745	88305	-	MDNEJI_06399	19.4	5.0		
contig_1685	140446	140769	+	MDNEJI_06420	11.6	10.0		
contig_1685	143583	143825	+	MDNEJI_06424	9.0	6.3		
contig_1685	153728	154153	-	MDNEJI_06433	15.0	9.0		
contig_1685	171895	172161	+	MDNEJI_06447	10.4	9.9		SO:0001217, UniRef:UniRef50_A6V5C9
contig_1685	208959	209102	-	MDNEJI_06479	5.6	4.8		
contig_1685	219694	219852	-	MDNEJI_06490	6.3	11.3		SO:0001217, UniRef:UniRef50_Q9I1G4
contig_1685	239391	240140	+	MDNEJI_06502	27.8	6.5	PF00392.27|GntR, PF07702.18|UTRA, PF08220.18|HTH_DeoR	PFAM:PF00392.27, PFAM:PF07702.18, PFAM:PF08220.18
contig_1685	242326	242532	+	MDNEJI_06505	7.8	11.0		
contig_1685	242529	243494	+	MDNEJI_06506	34.1	4.9	PF00514.29|Arm, PF02985.28|HEAT, PF03130.22|HEAT_PBS, PF12717.13|Cnd1, PF13513.12|HEAT_EZ, PF13646.12|HEAT_2	PFAM:PF00514.29, PFAM:PF02985.28, PFAM:PF03130.22, PFAM:PF12717.13, PFAM:PF13513.12, PFAM:PF13646.12
contig_1687	50	250	-	MDNEJI_06508	7.5	4.6		
contig_1693	30	146	+	MDNEJI_06509	4.4	6.4		
contig_1695	113	313	-	MDNEJI_06510	7.1	5.0		
contig_1700	45	275	+	MDNEJI_06511	7.7	5.0		
contig_1709	100	246	+	MDNEJI_06512	5.0	8.0		
contig_1722	168	323	-	MDNEJI_06513	6.0	6.5		
contig_1728	30	284	+	MDNEJI_06514	9.2	7.7		
contig_1738	13	222	+	MDNEJI_06515	7.7	10.0		
contig_1740	274	426	+	MDNEJI_06517	5.8	8.3		
contig_1754	58	219	+	MDNEJI_06519	6.0	4.7		
contig_1762	20	583	-	MDNEJI_06520	20.4	10.2	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_1763	77	202	+	MDNEJI_06521	5.0	4.6		
contig_1764	48	269	+	MDNEJI_06522	8.0	4.9		
contig_1765	92	310	+	MDNEJI_06523	8.1	4.5	PF08021.17|FAD_binding_9	PFAM:PF08021.17
contig_1769	95	346	-	MDNEJI_06524	9.0	9.0		
contig_1777	19	264	+	MDNEJI_06526	8.9	8.3	PF01228.26|Gly_radical	PFAM:PF01228.26
contig_1790	8	259	-	MDNEJI_06527	8.9	11.1		
contig_1794	123	296	-	MDNEJI_06528	6.4	6.5	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
contig_1795	76	666	-	MDNEJI_06529	22.1	4.8	PF00563.25|EAL	PFAM:PF00563.25
contig_1796	11272	11658	-	MDNEJI_06539	14.2	5.8	PF11367.14|Tail_completion_gp17	PFAM:PF11367.14
contig_1796	12227	12421	-	MDNEJI_06541	6.9	10.3		SO:0001217, UniRef:UniRef50_A0A367MDC3
contig_1796	18073	18564	-	MDNEJI_06549	17.6	9.5		
contig_1796	18701	18955	-	MDNEJI_06550	9.2	6.7		
contig_1796	18979	19308	-	MDNEJI_06551	12.3	9.0		
contig_1796	19367	19564	-	MDNEJI_06552	7.0	4.6		
contig_1796	19788	20018	-	MDNEJI_06553	8.6	6.5	PF24729.2|Acb2_Tad1_hairpin	PFAM:PF24729.2
contig_1796	20640	20972	-	MDNEJI_06555	12.1	9.4		
contig_1796	22117	22674	-	MDNEJI_06557	21.6	8.8		SO:0001217, UniRef:UniRef50_A0A6J4EEA3
contig_1796	22671	22955	-	MDNEJI_06558	10.0	9.9		SO:0001217, UniRef:UniRef50_UPI002E336A50
contig_1796	25978	26208	-	MDNEJI_06562	8.7	7.9		
contig_1796	27454	27687	-	MDNEJI_06565	8.3	4.3		SO:0001217, UniRef:UniRef50_A0A367M1V1
contig_1796	27955	28263	-	MDNEJI_06567	11.1	4.8		
contig_1796	28260	28547	-	MDNEJI_06568	10.1	4.7		
contig_1796	28544	28855	-	MDNEJI_06569	11.0	4.8		
contig_1796	29038	29235	+	MDNEJI_06570	7.7	10.4		
contig_1796	32237	32470	+	MDNEJI_06575	8.3	4.8		SO:0001217, UniRef:UniRef50_A0A6J4EGK4
contig_1796	32570	32824	+	MDNEJI_06576	8.8	7.8		
contig_1796	34264	35079	+	MDNEJI_06580	29.0	4.7		SO:0001217, UniRef:UniRef50_A0A2R3IZW9
contig_1796	35198	35389	+	MDNEJI_06582	6.8	7.8		
contig_1796	35386	36105	+	MDNEJI_06583	26.1	7.7		SO:0001217, UniRef:UniRef50_A0A241XHP9
contig_1796	36098	36427	+	MDNEJI_06584	12.3	10.2		SO:0001217, UniRef:UniRef50_A0A222DC90
contig_1796	41670	41897	-	MDNEJI_06588	9.0	9.5		
contig_1796	55200	55595	-	MDNEJI_06602	14.3	8.7		
contig_1796	57972	58295	-	MDNEJI_06606	11.5	11.3		
contig_1796	76266	76469	-	MDNEJI_06621	7.4	9.3		
contig_1796	127551	128654	+	MDNEJI_06667	40.6	5.3	PF00378.25|ECH_1, PF16113.10|ECH_2	PFAM:PF00378.25, PFAM:PF16113.10
contig_1796	136846	137661	+	MDNEJI_06678	30.8	9.8		
contig_1796	143273	143491	+	MDNEJI_06687	8.2	5.8		
contig_1796	143488	143652	+	MDNEJI_06688	6.3	9.1		
contig_1796	151458	151811	+	MDNEJI_06697	12.4	8.8		
contig_1796	161530	164244	+	MDNEJI_06712	95.9	10.1		SO:0001217, UniRef:UniRef50_Q9ZXK0
contig_1796	166836	167228	-	MDNEJI_06716	14.7	5.2		
contig_1796	168793	169245	-	MDNEJI_06718	16.5	5.1	PF01381.28|HTH_3	PFAM:PF01381.28
contig_1796	170307	170657	+	MDNEJI_06722	13.1	5.4		SO:0001217, UniRef:UniRef50_A0A5J6QPT2
contig_1796	173729	174001	+	MDNEJI_06725	9.9	7.9		
contig_1796	174062	174403	+	MDNEJI_06726	12.6	4.6		
contig_1796	175088	175972	+	MDNEJI_06729	31.9	5.0		SO:0001217, UniRef:UniRef50_UPI00249DF31D
contig_1796	177580	177756	+	MDNEJI_06732	6.3	10.0		
contig_1796	178370	178609	+	MDNEJI_06734	8.9	11.7		
contig_1796	191955	192620	-	MDNEJI_06751	24.6	10.5	PF12833.13|HTH_18	PFAM:PF12833.13
contig_1796	193688	194113	-	MDNEJI_06753	16.6	8.9		SO:0001217, UniRef:UniRef50_Q9I5M6
contig_1796	196267	197973	-	MDNEJI_06757	61.9	4.8		
contig_1796	227169	227600	-	MDNEJI_06774	15.0	5.5		
