Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
had-ib family hydrolase	HAD-IB family hydrolase	contig_1063;contig_555	cds	11298;7637	12026;8260	-	MDNEJI_00905;MDNEJI_04116		SO:0001217, UniRef:UniRef50_Q9HT27
haem-binding uptake tiki superfamily chan domain-containing protein	Haem-binding uptake Tiki superfamily ChaN domain-containing protein	contig_908	cds	15010	15897	-	MDNEJI_01961	chaN	SO:0001217, UniRef:UniRef50_Q1I4Q6
haem-oxygenase-associated n-terminal helices domain-containing protein	Haem-oxygenase-associated N-terminal helices domain-containing protein	contig_1241	cds	138110;139129	139096;140166	-	MDNEJI_04860;MDNEJI_04861		SO:0001217, UniRef:UniRef50_A0A643EP70;SO:0001217, UniRef:UniRef50_Q9HY91
hamp domain-containing protein	HAMP domain-containing protein	contig_222	cds	85290	87281	+	MDNEJI_00326		SO:0001217, UniRef:UniRef50_S2KKW7
hcp family type vi s	Hcp family type VI secretion system effector	contig_1685;contig_885	cds	158348;160081	158866;160578	+;-	MDNEJI_01656;MDNEJI_06438	hcp;hcpA	SO:0001217, UniRef:UniRef50_Q9HI36, VFDB:VFC0086, VFDB:VFG041013;VFDB:VFC0086, VFDB:VFG041039
hd domain-containing protein	HD domain-containing protein	contig_1019	cds	498585	499166	-	MDNEJI_03925		SO:0001217, UniRef:UniRef50_A0A024HIR9
hda lid domain-containing protein	Hda lid domain-containing protein	contig_1352	cds	286945	287649	-	MDNEJI_05460		SO:0001217, UniRef:UniRef50_Q9I511
hdod domain-containing protein	HDOD domain-containing protein	contig_1796;contig_885;contig_908	cds	112635;23092;290103	113471;24501;291614	+;-	MDNEJI_01527;MDNEJI_02225;MDNEJI_06653		SO:0001217, UniRef:UniRef50_E1VI30;SO:0001217, UniRef:UniRef50_Q9HTL2;SO:0001217, UniRef:UniRef50_Q9HUL0
head completion/stabilization protein	Head completion/stabilization protein	contig_1796	cds	150760	151221	+	MDNEJI_06695		SO:0001217, UniRef:UniRef50_A0A0C5DZX6
heat repeat-containing protein	HEAT repeat-containing protein	contig_1019;contig_1796	cds	142102;174457	143091;174810	+	MDNEJI_03560;MDNEJI_06727		SO:0001217, UniRef:UniRef50_A0A1G7CBS1;SO:0001217, UniRef:UniRef50_A0A1H2M3K1
heat shock protein 15	Heat shock protein 15	contig_974	cds	3730	4131	-	MDNEJI_03108		SO:0001217, UniRef:UniRef50_A0A0N8KBD3
heavy metal response regulator	Heavy metal response regulator	contig_1019;contig_1574	cds	258920;495456	259594;496136	-	MDNEJI_03920;MDNEJI_06263		SO:0001217, UniRef:UniRef50_N9BFK8
heavy metal response regulator transcription factor	Heavy metal response regulator transcription factor	contig_930	cds	59562	60251	+	MDNEJI_02694		SO:0001217, UniRef:UniRef50_A0A951IP30
heavy metal transport/detoxification protein	Heavy metal transport/detoxification protein	contig_1241	cds	210461	210658	-	MDNEJI_04918		SO:0001217, UniRef:UniRef50_F6A900
helicase	Helicase	contig_1352;contig_885;contig_985	cds	22628;256693;72693	23020;258654;78533	+;-	MDNEJI_01526;MDNEJI_03254;MDNEJI_05426		SO:0001217, UniRef:UniRef50_A0A0Q5NQG6;SO:0001217, UniRef:UniRef50_Q1I2R8;SO:0001217, UniRef:UniRef50_Q1W558
helicase c-terminal domain-containing protein	Helicase C-terminal domain-containing protein	contig_1019	cds	453621	455900	-	MDNEJI_03871		SO:0001217, UniRef:UniRef50_W4SBJ8
helix-hairpin-helix dna-binding motif class 1 domain-containing protein	Helix-hairpin-helix DNA-binding motif class 1 domain-containing protein	contig_1019	cds	42123	42452	+	MDNEJI_03474		SO:0001217, UniRef:UniRef50_Q9HZ87
helix-turn-helix domain-containing protein	Helix-turn-helix domain-containing protein	contig_1019;contig_1030;contig_1130;contig_1241;contig_1796;contig_896	cds	11799;22621;25142;319248;468972;473878	12098;23763;25981;319532;469925;475110	+;-	MDNEJI_01671;MDNEJI_03894;MDNEJI_04022;MDNEJI_04604;MDNEJI_05018;MDNEJI_06561		SO:0001217, UniRef:UniRef50_A0A0H3LIE2;SO:0001217, UniRef:UniRef50_A0A1H8S0D2;SO:0001217, UniRef:UniRef50_A0A1W6JTD5;SO:0001217, UniRef:UniRef50_A0A502MWL6;SO:0001217, UniRef:UniRef50_C6CPF7;SO:0001217, UniRef:UniRef50_Q0AJR3
helix-turn-helix transcriptional regulator	Helix-turn-helix transcriptional regulator	contig_1574;contig_941	cds	167288;22056	168094;22610	+	MDNEJI_02794;MDNEJI_06186		SO:0001217, UniRef:UniRef50_A0A072ZQT2;SO:0001217, UniRef:UniRef50_A0A7Y0VU77
hemagglutinin repeat-containing protein	hemagglutinin repeat-containing protein	contig_1074	cds	4912	14049	-	MDNEJI_04127		SO:0001217, UniRef:UniRef50_UPI000FED9152
heme acquisition protein hasa	heme acquisition protein HasA	contig_1241	cds	36125	36742	-	MDNEJI_04765	hasA	BlastRules:WP_003115011, SO:0001217, UniRef:UniRef50_G3XD33
heme chaperone hemw	Heme chaperone HemW	contig_1463	cds	273461	274615	+	MDNEJI_05884	hemW	SO:0001217, UniRef:UniRef50_A0A8H2PS31
heme d1 biosynthesis protein nirf	heme d1 biosynthesis protein NirF	contig_1463	cds	129328	130506	+	MDNEJI_05756	nirF	BlastRules:WP_003113241, SO:0001217, UniRef:UniRef50_A0A1J5S0X8
heme exporter protein b	Heme exporter protein B	contig_930	cds	94652	95323	+	MDNEJI_02732		SO:0001217, UniRef:UniRef50_A0A2Z5AAT8
heme exporter protein c	Heme exporter protein C	contig_930	cds	95449	96204	+	MDNEJI_02733		SO:0001217, UniRef:UniRef50_A0AA35DYY5
heme exporter protein d	Heme exporter protein D	contig_930	cds	96201	96377	+	MDNEJI_02734		SO:0001217, UniRef:UniRef50_A0A127MPR3
heme lyase nrfefg subunit nrfe	Heme lyase NrfEFG subunit NrfE	contig_930	cds	96863	98836	+	MDNEJI_02736	nrfE	SO:0001217, UniRef:UniRef50_A0A2A4XDP3
heme oxygenase	Heme oxygenase	contig_1130	cds	105292	105879	-	MDNEJI_04257		SO:0001217, UniRef:UniRef50_A6UZX7
heme r	heme receptor HxuC	contig_963	cds	65952	68507	-	MDNEJI_03068	hxuC	BlastRules:WP_003112363, SO:0001217, UniRef:UniRef50_A0A3M4AL71
heme uptake r	heme uptake receptor HasR	contig_1241	cds	36828	39503	-	MDNEJI_04766	hasR	BlastRules:WP_004345215, SO:0001217, UniRef:UniRef50_Q9HYJ7
heme-binding protein	Heme-binding protein	contig_963	cds	38034	38450	-	MDNEJI_03040		SO:0001217, UniRef:UniRef50_Q9I415
heme/hemoglobin uptake r	heme/hemoglobin uptake receptor PhuR	contig_908	cds	19857	22151	+	MDNEJI_01966	phuR	BlastRules:WP_003113453, SO:0001217, UniRef:UniRef50_Q9HV88
hemin degrading factor	putative hemin degrading factor	contig_908	cds	18612	19676	-	MDNEJI_01965		SO:0001217, UniRef:UniRef50_Q9HV89
hemin import atp-binding protein hmuv	Hemin import ATP-binding protein HmuV	contig_908	cds	15908	16675	-	MDNEJI_01962	hmuV	SO:0001217, UniRef:UniRef50_O68877
hemolysin	Hemolysin	contig_222	cds	140580	140990	-	MDNEJI_00376		SO:0001217, UniRef:UniRef50_Q9I710
hemolysin iii	Hemolysin III	contig_908	cds	151666	152283	+	MDNEJI_02097		SO:0001217, UniRef:UniRef50_Q9HUX7
hemolytic phospholipase c pr	hemolytic phospholipase C precursor	contig_1352	cds	401532	403724	+	MDNEJI_05570	plcH	SO:0001217, UniRef:UniRef50_P06200, VFDB:VFC0235, VFDB:VFG000157
hemy-like protein	HemY-like protein	contig_974	cds	74096	75334	-	MDNEJI_03173		SO:0001217, UniRef:UniRef50_A0A0C4WK57
heparan-alpha-glucosaminide n-acetyltransferase catalytic domain-containing protein	Heparan-alpha-glucosaminide N-acetyltransferase catalytic domain-containing protein	contig_908	cds	157552	158706	+	MDNEJI_02102		SO:0001217, UniRef:UniRef50_A0A0Q5MZC0
heptosyltransferase i	heptosyltransferase I	contig_908	cds	360949	361986	-	MDNEJI_02283	waaF	SO:0001217, UniRef:UniRef50_G3XD35, VFDB:VFC0258, VFDB:VFG000143
heteromeric transposase endonuclease subunit tnsa	Heteromeric transposase endonuclease subunit TnsA	contig_885	cds	85698	86402	+	MDNEJI_01583	tnsA	SO:0001217, UniRef:UniRef50_A0A7X0BQK5
hicb-like antitoxin of toxin-antitoxin system domain-containing protein	HicB-like antitoxin of toxin-antitoxin system domain-containing protein	contig_907	cds	132182	132586	+	MDNEJI_01923		SO:0001217, UniRef:UniRef50_Q1IFB6
high frequency lysogenization hfld-like protein	High frequency lysogenization HflD-like protein	contig_1574	cds	129940	130560	-	MDNEJI_06149		SO:0001217, UniRef:UniRef50_Q9I0L1
high-affinity branched-chain amino acid abc transporter atp-binding protein livg	High-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	contig_1352	cds	91528	92295	+	MDNEJI_05267	livG	SO:0001217, UniRef:UniRef50_A0A558HEJ3
high-affinity branched-chain amino acid abc transporter permease livm	High-affinity branched-chain amino acid ABC transporter permease LivM	contig_908	cds	237909	239186	-	MDNEJI_02178	livM	SO:0001217, UniRef:UniRef50_A0A0Q9YUC3
high-affinity branched-chain amino acid transport atp-binding protein	High-affinity branched-chain amino acid transport ATP-binding protein	contig_1352;contig_908	cds	236327;92298	237043;92999	+;-	MDNEJI_02176;MDNEJI_05268		SO:0001217, UniRef:UniRef50_A0A0P7DF51;SO:0001217, UniRef:UniRef50_A0A5E6PAN2
high-affinity branched-chain amino acid transport atp-binding protein livg	High-affinity branched-chain amino acid transport ATP-binding protein LivG	contig_908	cds	237040	237912	-	MDNEJI_02177	livG	SO:0001217, UniRef:UniRef50_A0A0U5KXE2
high-affinity branched-chain amino acid transport system permease livhm n-terminal domain-containing protein	High-affinity branched-chain amino acid transport system permease LivHM N-terminal domain-containing protein	contig_1352	cds	90278	91531	+	MDNEJI_05266		SO:0001217, UniRef:UniRef50_A0A5E6WZX2
high-affinity branched-chain amino acid transport system permease protein livh	High-affinity branched-chain amino acid transport system permease protein LivH	contig_1352	cds	89358	90281	+	MDNEJI_05265	livH	SO:0001217, UniRef:UniRef50_P0AEX7
high-affinity choline transport protein	High-affinity choline transport protein	contig_885	cds	82188	84173	-	MDNEJI_01581		SO:0001217, UniRef:UniRef50_Q2KZN8
high-affinity zinc uptake system membrane protein znub	High-affinity zinc uptake system membrane protein ZnuB	contig_555	cds	54861	55649	-	MDNEJI_00951	znuB	SO:0001217, UniRef:UniRef50_P39832
high-affinity zinc uptake system protein znua	High-affinity zinc uptake system protein ZnuA	contig_1685;contig_555	cds	57024;86759	57947;87712	+;-	MDNEJI_00954;MDNEJI_06398	znuA	SO:0001217, UniRef:UniRef50_A0A125QIM8;SO:0001217, UniRef:UniRef50_A0A380MVJ5
high-copy suppressor of rspa	High-copy suppressor of rspA	contig_919	cds	8285	9727	+	MDNEJI_02525	rspA	SO:0001217, UniRef:UniRef50_A0A240AQZ1
high-copy suppressor of rspa,putative transporter,arabinose efflux permease,drug resistance mfs transporter, drug:h antiporter-2 (14 spanner) (dha2) family,major facilitator superfamily	High-copy suppressor of rspA,putative transporter,Arabinose efflux permease,drug resistance MFS transporter, drug:H antiporter-2 (14 Spanner) (DHA2) family,Major Facilitator Superfamily	contig_963	cds	55359	56717	-	MDNEJI_03057		SO:0001217, UniRef:UniRef50_A0AAJ5NDE3
histidine abc transporter	Histidine ABC transporter	contig_1019;contig_1352	cds	285986;346590	286753;347354	-	MDNEJI_03701;MDNEJI_05520		SO:0001217, UniRef:UniRef50_A0A4P0YBI0
histidine ammonia-lyase	Histidine ammonia-lyase	contig_908	cds	464195;469979	465727;471508	-	MDNEJI_02366;MDNEJI_02371		SO:0001217, UniRef:UniRef50_A0A1G7WPY4;SO:0001217, UniRef:UniRef50_Q8XW29
histidine kinase	Histidine kinase;histidine kinase	contig_1019;contig_111;contig_1130;contig_1241;contig_1463;contig_1574;contig_1796;contig_444;contig_555;contig_777;contig_896;contig_907;contig_908;contig_919;contig_963	cds	108759;109352;109783;113479;116749;118544;126283;133879;159127;178801;180972;18913;189288;195907;289217;29604;299181;303689;32160;325378;332097;3764;417855;42923;51659;52550;69360;91375;97658	10060;110714;112831;114036;114861;118029;121399;127899;135975;161352;180225;183857;191588;197283;20250;292855;300719;305011;31505;327630;333398;34736;418205;44689;52999;54244;71954;94131;98926	+;-	MDNEJI_00038;MDNEJI_00136;MDNEJI_00776;MDNEJI_00795;MDNEJI_00940;MDNEJI_01010;MDNEJI_01442;MDNEJI_01709;MDNEJI_01726;MDNEJI_01894;MDNEJI_02231;MDNEJI_02252;MDNEJI_02546;MDNEJI_02636;MDNEJI_03032;MDNEJI_03576;MDNEJI_03745;MDNEJI_04261;MDNEJI_04336;MDNEJI_04433;MDNEJI_04821;MDNEJI_05111;MDNEJI_05807;MDNEJI_06034;MDNEJI_06076;MDNEJI_06196;MDNEJI_06209;MDNEJI_06306;MDNEJI_06654		SO:0001217, UniRef:UniRef50_A0A0C7CZ06;SO:0001217, UniRef:UniRef50_A0A0X1T3R0;SO:0001217, UniRef:UniRef50_A0A101DAF0;SO:0001217, UniRef:UniRef50_A0A1H5LHL3;SO:0001217, UniRef:UniRef50_A0A1H6WKX4;SO:0001217, UniRef:UniRef50_A0A1Q9QYZ6;SO:0001217, UniRef:UniRef50_A0A1S1GMG5;SO:0001217, UniRef:UniRef50_A0A391NK23;SO:0001217, UniRef:UniRef50_A0A3M4W274;SO:0001217, UniRef:UniRef50_A0A448BJM2;SO:0001217, UniRef:UniRef50_A0A448BK46;SO:0001217, UniRef:UniRef50_A0A4P7PL50;SO:0001217, UniRef:UniRef50_A0A5E5R0I8;SO:0001217, UniRef:UniRef50_A0A5E6QCJ2;SO:0001217, UniRef:UniRef50_A0A5E6VWH4;SO:0001217, UniRef:UniRef50_A0A5E7FTG8;SO:0001217, UniRef:UniRef50_A0A5E7J7V3;SO:0001217, UniRef:UniRef50_A0A5E7VPP2;SO:0001217, UniRef:UniRef50_A0A7Y1LXG3;SO:0001217, UniRef:UniRef50_A0A8S0H501;SO:0001217, UniRef:UniRef50_A0A972C4L3;SO:0001217, UniRef:UniRef50_A0A9P1RDN2;SO:0001217, UniRef:UniRef50_A6V4M2;SO:0001217, UniRef:UniRef50_Q9HUK4;SO:0001217, UniRef:UniRef50_Q9HVS7;SO:0001217, UniRef:UniRef50_Q9HYX0;SO:0001217, UniRef:UniRef50_Q9HZ34;SO:0001217, UniRef:UniRef50_Q9HZG4;SO:0001217, UniRef:UniRef50_Q9I2B7
histidine utilization repressor	Histidine utilization repressor	contig_908	cds	478681	479433	-	MDNEJI_02378		SO:0001217, UniRef:UniRef50_A0A068QUM4
histidine--trna ligase	Histidine--tRNA ligase	contig_1130	cds	448920	450209	+	MDNEJI_04584		SO:0001217, UniRef:UniRef50_Q6D277
histidine-sp	Histidine-specific outer membrane porin D	contig_222	cds	96110	97444	-	MDNEJI_00336		SO:0001217, UniRef:UniRef50_Q88PP9
histidine/lysine/arginine/ornithine transport system permease protein hism	Histidine/lysine/arginine/ornithine transport system permease protein HisM	contig_1019;contig_1352	cds	286774;348499	287487;349197	-	MDNEJI_03702;MDNEJI_05522	hisM	SO:0001217, UniRef:UniRef50_G3XCZ5;SO:0001217, UniRef:UniRef50_P0A2I7
histidinol dehydrogenase	Histidinol dehydrogenase	contig_444	cds	187984	189306	-	MDNEJI_00846		SO:0001217, UniRef:UniRef50_B5JSM8
histidinol-phosphatase	Histidinol-phosphatase	contig_1463	cds	324896	325549	+	MDNEJI_05937		SO:0001217, UniRef:UniRef50_Q9I6F6
histidinol-phosphate aminotransferase	Histidinol-phosphate aminotransferase	contig_1019;contig_444;contig_885	cds	143086;186926;21950	144462;187981;23059	+;-	MDNEJI_00845;MDNEJI_01640;MDNEJI_03458		SO:0001217, UniRef:UniRef50_A0A4R1F5T4;SO:0001217, UniRef:UniRef50_A0A5E6Y329;SO:0001217, UniRef:UniRef50_A0A5J4E7J7
histone acetyltransferase	Histone acetyltransferase	contig_555	cds	135104	135553	-	MDNEJI_01022		SO:0001217, UniRef:UniRef50_A0A157RF37
histone acetyltransferase hpa2	Histone acetyltransferase HPA2	contig_1130;contig_1574	cds	125334;48071	125954;48529	-	MDNEJI_04208;MDNEJI_06144		SO:0001217, UniRef:UniRef50_A0A024HJW9;SO:0001217, UniRef:UniRef50_A0A380T1Z4
histone deacetylase-like amidohydrolase	Histone deacetylase-like amidohydrolase	contig_1130	cds	477865	479007	-	MDNEJI_04613		SO:0001217, UniRef:UniRef50_Q9HXM1
hit domain-containing protein	HIT domain-containing protein	contig_1352;contig_1463	cds	12524;276442	12862;276870	+;-	MDNEJI_05447;MDNEJI_05629		SO:0001217, UniRef:UniRef50_K1KIP4;SO:0001217, UniRef:UniRef50_Q88NK0
hit family protein	HIT family protein	contig_896;contig_963	cds	153393;62131	153929;62592	+;-	MDNEJI_01796;MDNEJI_03064		SO:0001217, UniRef:UniRef50_A0AAQ3QZD9;SO:0001217, UniRef:UniRef50_Q9I2J8
hit-like protein involved in cell-cycle regulation	Hit-like protein involved in cell-cycle regulation	contig_111	cds	138208	138645	-	MDNEJI_00160		SO:0001217, UniRef:UniRef50_D4Z6B6
hk97 family phage portal protein	HK97 family phage portal protein	contig_1796	cds	15170	16387	-	MDNEJI_06547		SO:0001217, UniRef:UniRef50_A0A0C5EAX8
hk97 family phage protein	HK97 family phage protein	contig_1796	cds	11651	12223	-	MDNEJI_06540		SO:0001217, UniRef:UniRef50_V8R9R1
hlyc/corc family transporter	HlyC/CorC family transporter	contig_885	cds	9327	10667	-	MDNEJI_01511		SO:0001217, UniRef:UniRef50_Q8PAJ0
hlyd family s	HlyD family secretion protein	contig_919	cds	47349	48257	-	MDNEJI_02559	hlyD	SO:0001217, UniRef:UniRef50_A0A6D1SDF4
hma domain-containing protein	HMA domain-containing protein	contig_1241	cds	140567	140761	-	MDNEJI_04862		SO:0001217, UniRef:UniRef50_A0A2J7VDN6
hnh endonuclease	HNH endonuclease	contig_1030;contig_666	cds	165000;27006	165518;27773	-	MDNEJI_01282;MDNEJI_04025		SO:0001217, UniRef:UniRef50_A0A420WVL5;SO:0001217, UniRef:UniRef50_A0A4R6U127
holin	Holin	contig_1796;contig_310;contig_666	cds	165565;173366;175859;29158;301;33932	165819;173524;176227;29550;34267;597	+;-	MDNEJI_00464;MDNEJI_01283;MDNEJI_01299;MDNEJI_01305;MDNEJI_06571;MDNEJI_06579		SO:0001217, UniRef:UniRef50_A0A024HC29;SO:0001217, UniRef:UniRef50_A0A0S2SYG6;SO:0001217, UniRef:UniRef50_A0A1W6JTA6;SO:0001217, UniRef:UniRef50_A0A481UQZ6;SO:0001217, UniRef:UniRef50_A0AA36QM40;SO:0001217, UniRef:UniRef50_Q9MC43
holliday junction branch migration complex subunit ruva	Holliday junction branch migration complex subunit RuvA	contig_1352	cds	270626	271231	-	MDNEJI_05440	ruvA	SO:0001217, UniRef:UniRef50_Q51425
holliday junction branch migration complex subunit ruvb	Holliday junction branch migration complex subunit RuvB	contig_1352	cds	269557	270615	-	MDNEJI_05439	ruvB	SO:0001217, UniRef:UniRef50_C5B5Q7
holliday junction resolvasome, helicase subunit	Holliday junction resolvasome, helicase subunit	contig_555	cds	97098	97391	-	MDNEJI_00990		SO:0001217, UniRef:UniRef50_L0GRP2
homogentisate 1,2-dioxygenase	Homogentisate 1,2-dioxygenase	contig_1574;contig_896	cds	297118;33645	297492;34943	+;-	MDNEJI_01692;MDNEJI_06296		SO:0001217, UniRef:UniRef50_A0A2N7R5W6;SO:0001217, UniRef:UniRef50_G8NRV1
homoserine dehydrogenase	Homoserine dehydrogenase	contig_1130	cds	521721	523025	+	MDNEJI_04653		SO:0001217, UniRef:UniRef50_Q5F8J4
homoserine kinase	Homoserine kinase	contig_555	cds	61585	62535	-	MDNEJI_00957		SO:0001217, UniRef:UniRef50_P29364
homoserine o-acetyltransferase	Homoserine O-acetyltransferase	contig_1463	cds	270431	271570	+	MDNEJI_05880		SO:0001217, UniRef:UniRef50_F3BYN2
homoserine/homoserine lactone efflux protein	Homoserine/homoserine lactone efflux protein	contig_974	cds	66161	66790	-	MDNEJI_03164		SO:0001217, UniRef:UniRef50_A0A6N7CKZ0
hopj type iii eff	HopJ type III effector protein	contig_1241	cds	67690	68028	+	MDNEJI_04799	hopJ	SO:0001217, UniRef:UniRef50_C3K1W8
hpt domain-containing protein	HPt domain-containing protein	contig_1052	cds	13108	13473	-	MDNEJI_04096		SO:0001217, UniRef:UniRef50_Q9I797
hsp90xo protein	Hsp90xo protein	contig_1352	cds	95407	97248	-	MDNEJI_05270		SO:0001217, UniRef:UniRef50_Q8PBF4
hth arac/xyls-type domain-containing protein	HTH araC/xylS-type domain-containing protein	contig_1019;contig_111;contig_1130;contig_1141;contig_1463;contig_1574;contig_1685;contig_222;contig_333;contig_444;contig_777;contig_885;contig_919;contig_941	cds	107578;127984;159633;16419;174493;175434;195646;196770;213168;228;26954;274290;294362;29613;297573;312639;32918;355719;43832;48601;61369;7077;71031;91438;96299;99559	100560;108432;1232;128943;160583;17222;175491;176465;196551;197675;214253;275291;27949;295198;298388;30635;313427;33937;356771;44902;49407;62373;72065;7943;92475;97081	+;-	MDNEJI_00047;MDNEJI_00134;MDNEJI_00255;MDNEJI_00521;MDNEJI_00682;MDNEJI_00834;MDNEJI_01430;MDNEJI_01549;MDNEJI_02561;MDNEJI_02612;MDNEJI_02825;MDNEJI_03528;MDNEJI_03594;MDNEJI_03710;MDNEJI_04190;MDNEJI_04275;MDNEJI_04302;MDNEJI_04452;MDNEJI_04665;MDNEJI_05971;MDNEJI_06059;MDNEJI_06228;MDNEJI_06275;MDNEJI_06297;MDNEJI_06468;MDNEJI_06469		SO:0001217, UniRef:UniRef50_A0A024HK06;SO:0001217, UniRef:UniRef50_A0A024HN60;SO:0001217, UniRef:UniRef50_A0A0C5DR97;SO:0001217, UniRef:UniRef50_A0A0C5DWF8;SO:0001217, UniRef:UniRef50_A0A0C5E699;SO:0001217, UniRef:UniRef50_A0A0C5E9G9;SO:0001217, UniRef:UniRef50_A0A0C5EA13;SO:0001217, UniRef:UniRef50_A0A0C5ET26;SO:0001217, UniRef:UniRef50_A0A1Q9RAQ5;SO:0001217, UniRef:UniRef50_A0A2E3NNU5;SO:0001217, UniRef:UniRef50_A0A3M3DTD4;SO:0001217, UniRef:UniRef50_A0A3M3EHK6;SO:0001217, UniRef:UniRef50_A0A3M3EW45;SO:0001217, UniRef:UniRef50_A0A3M5D641;SO:0001217, UniRef:UniRef50_A0A3M5E6E5;SO:0001217, UniRef:UniRef50_A0A3M5VH44;SO:0001217, UniRef:UniRef50_A0A5E7LKQ2;SO:0001217, UniRef:UniRef50_A0A7U7I7M3;SO:0001217, UniRef:UniRef50_A0A7U7IC25;SO:0001217, UniRef:UniRef50_D8MQK6;SO:0001217, UniRef:UniRef50_N2ILK9;SO:0001217, UniRef:UniRef50_N2J281;SO:0001217, UniRef:UniRef50_N2J3N9;SO:0001217, UniRef:UniRef50_S6ASZ8;SO:0001217, UniRef:UniRef50_U1ZE57;SO:0001217, UniRef:UniRef50_U2B3J4
hth arsr-type domain-containing protein	HTH arsR-type domain-containing protein	contig_1130;contig_1463	cds	389646;408803	390344;409105	-	MDNEJI_04542;MDNEJI_05999		SO:0001217, UniRef:UniRef50_A0A3M3EL64;SO:0001217, UniRef:UniRef50_A0A6J4GIG5
hth asnc-type domain-containing protein	HTH asnC-type domain-containing protein	contig_1574;contig_907;contig_908	cds	100741;189090;80626	101208;189527;81099	+;-	MDNEJI_01880;MDNEJI_02046;MDNEJI_06203		SO:0001217, UniRef:UniRef50_A0A2G8RI19;SO:0001217, UniRef:UniRef50_A0A376AJQ5;SO:0001217, UniRef:UniRef50_N2J3G5
hth cro/c1-type domain-containing protein	HTH cro/C1-type domain-containing protein	contig_1018;contig_1019;contig_111;contig_1130;contig_1352;contig_1463;contig_1685;contig_1796;contig_222;contig_555;contig_908;contig_985	cds	111873;134456;146380;146894;153337;166385;20289;219058;219750;33287;333272;34301;42112;42280;443939;517723;522079;97085	112427;134824;146856;147370;153543;166591;20516;219690;220133;333871;33826;35071;42603;42930;444742;517941;522423;97396	+;-	MDNEJI_00121;MDNEJI_00278;MDNEJI_00451;MDNEJI_01052;MDNEJI_02258;MDNEJI_03227;MDNEJI_03411;MDNEJI_03564;MDNEJI_03565;MDNEJI_03861;MDNEJI_03947;MDNEJI_03952;MDNEJI_04295;MDNEJI_05311;MDNEJI_05659;MDNEJI_05735;MDNEJI_06489;MDNEJI_06589		SO:0001217, UniRef:UniRef50_A0A024HLU8;SO:0001217, UniRef:UniRef50_A0A0C5E3Y7;SO:0001217, UniRef:UniRef50_A0A1Y3NT84;SO:0001217, UniRef:UniRef50_A0A2P2E8L4;SO:0001217, UniRef:UniRef50_A0A2R4KQR0;SO:0001217, UniRef:UniRef50_A0A3M4AJW2;SO:0001217, UniRef:UniRef50_A0A3M5E9P5;SO:0001217, UniRef:UniRef50_A0A4Y6KRN4;SO:0001217, UniRef:UniRef50_A0A564L5Z2;SO:0001217, UniRef:UniRef50_A0A5E7GNC7;SO:0001217, UniRef:UniRef50_A0A6J5DHV8;SO:0001217, UniRef:UniRef50_F3PA54;SO:0001217, UniRef:UniRef50_N9FFN5;SO:0001217, UniRef:UniRef50_Q9HZF2;SO:0001217, UniRef:UniRef50_Q9I063;SO:0001217, UniRef:UniRef50_U2Z8G2
hth deor-type domain-containing protein	HTH deoR-type domain-containing protein	contig_930	cds	88203	89174	+	MDNEJI_02724		SO:0001217, UniRef:UniRef50_Q9I3P5
hth gntr-type domain-containing protein	HTH gntR-type domain-containing protein	contig_1019;contig_111;contig_1130;contig_1352;contig_1796;contig_222;contig_555;contig_777;contig_885;contig_908	cds	125489;13446;141170;142005;14980;15862;233427;30292;500040;503115;508857;63537;7408;84866	126136;14162;141904;142691;15735;16521;234140;30972;500759;503858;509513;64259;8187;85582	+;-	MDNEJI_00109;MDNEJI_00377;MDNEJI_00378;MDNEJI_00927;MDNEJI_01347;MDNEJI_01353;MDNEJI_01458;MDNEJI_01517;MDNEJI_02173;MDNEJI_03927;MDNEJI_03937;MDNEJI_04631;MDNEJI_05188;MDNEJI_06611		SO:0001217, UniRef:UniRef50_A0A0C5DZS7;SO:0001217, UniRef:UniRef50_A0A0C5E646;SO:0001217, UniRef:UniRef50_A0A0C5E9E8;SO:0001217, UniRef:UniRef50_A0A3M3DZG6;SO:0001217, UniRef:UniRef50_A0A3M3EG75;SO:0001217, UniRef:UniRef50_A0A3M3EP23;SO:0001217, UniRef:UniRef50_A0A3M3EPG5;SO:0001217, UniRef:UniRef50_A0A3M5E0S4;SO:0001217, UniRef:UniRef50_A0AAP7ZQH2;SO:0001217, UniRef:UniRef50_N2J3D7;SO:0001217, UniRef:UniRef50_N2J7I5;SO:0001217, UniRef:UniRef50_O68331;SO:0001217, UniRef:UniRef50_Q9I711
hth iclr-type domain-containing protein	HTH iclR-type domain-containing protein	contig_1129;contig_1174;contig_222;contig_777;contig_896;contig_99	cds	128834;21471;32681;3606;4061;60	129700;22250;33484;359;3920;4375	+;-	MDNEJI_00016;MDNEJI_00267;MDNEJI_01461;MDNEJI_01691;MDNEJI_04166;MDNEJI_04690		SO:0001217, UniRef:UniRef50_A0A0C5DZE2;SO:0001217, UniRef:UniRef50_A0A0C5EFQ8;SO:0001217, UniRef:UniRef50_A0A0C5EL99;SO:0001217, UniRef:UniRef50_A0A1H5D6U5;SO:0001217, UniRef:UniRef50_N8Y8G2
