# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_896	cds	66505	67155	-	COBAOO_08590		hypothetical protein	PFAM:PF02518.29, PFAM:PF07730.16
contig_896	cds	67164	67304	-	COBAOO_08595		hypothetical protein	
contig_896	cds	67820	68485	+	COBAOO_08600		Response regulator transcription factor	SO:0001217, UniRef:UniRef50_A0A379ITZ9
contig_896	cds	68495	69358	+	COBAOO_08605	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_Q5P210
contig_896	cds	69360	71954	-	COBAOO_08610		histidine kinase	SO:0001217, UniRef:UniRef50_A0A2N7TLE1
contig_896	cds	71935	73098	-	COBAOO_08615	gfdT	GfdT protein	SO:0001217, UniRef:UniRef50_A0A7R6SS51
contig_896	cds	73201	74400	-	COBAOO_08620		Porin-4 domain-containing protein	SO:0001217, UniRef:UniRef50_Q4KEM5
contig_896	cds	74667	76952	-	COBAOO_08625		Coenzyme PQQ synthesis protein F	SO:0001217, UniRef:UniRef50_Q9I2D2
contig_896	cds	77071	78774	-	COBAOO_08630		Phosphoethanolamine--lipid A transferase	SO:0001217, UniRef:UniRef50_Q9I2D3
contig_896	cds	79301	80614	+	COBAOO_08635		Branched-chain amino acid transport system carrier protein	SO:0001217, UniRef:UniRef50_S6AHX6
contig_896	cds	80850	81089	+	COBAOO_08640		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A3S0L0X4
contig_896	cds	81156	81503	-	COBAOO_08645		Peptidase inhibitor I78 family protein	SO:0001217, UniRef:UniRef50_A0A2V3GEQ5
contig_896	cds	81595	81828	-	COBAOO_08650		Precorrin-8X methylmutase	SO:0001217, UniRef:UniRef50_A6V6K3
contig_896	cds	82013	82513	+	COBAOO_08655		Minor capsid protein	SO:0001217, UniRef:UniRef50_Q9I2D7
contig_896	cds	82534	82905	-	COBAOO_08660		5-carboxymethyl-2-hydroxymuconate isomerase	SO:0001217, UniRef:UniRef50_A0A0A8RR49
contig_896	cds	83034	83369	-	COBAOO_08665		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A7M3ANT1
contig_896	cds	83698	85263	+	COBAOO_08670	ybiT	Putative ABC transporter ATP-binding protein YbiT	SO:0001217, UniRef:UniRef50_I0XTF3
contig_896	cds	85349	85615	-	COBAOO_08675		DUF2116 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2R3IMH0
contig_896	cds	85722	86330	-	COBAOO_08680	azoR2	FMN-dependent NADH-azoreductase AzoR2	BlastRules:WP_003113473, EC:1.7.1.17, SO:0001217, UniRef:UniRef50_A0A3M3KZ02
contig_896	cds	86478	87413	+	COBAOO_08685	lysR	DNA-binding transcriptional regulator, LysR family	SO:0001217, UniRef:UniRef50_A0A1G8J1R3
contig_896	cds	87424	88107	-	COBAOO_08690		DUF1294 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I6BVY7
contig_896	cds	88212	89045	-	COBAOO_08695		Undecaprenyl-diphosphatase	SO:0001217, UniRef:UniRef50_Q9I2E5
contig_896	cds	89327	89902	+	COBAOO_08700	pnuC	Nicotinamide riboside transporter PnuC	SO:0001217, UniRef:UniRef50_A0A0A7Q1W7
contig_896	cds	89899	90426	+	COBAOO_08705		Putative N-acetylglucosamine-6-sulfatase or ribosylnicotinamide kinase	SO:0001217, UniRef:UniRef50_A0A0C2EC51
contig_896	cds	90729	91220	+	COBAOO_08710	fapA	periplasmic accessory protein FapA	SO:0001217, UniRef:UniRef50_A0A072ZBU4, VFDB:VFC0001, VFDB:VFG050295
contig_896	cds	91217	91786	+	COBAOO_08715	fapB	minor amyloid subunit FapB	SO:0001217, UniRef:UniRef50_A0A3M5D456, VFDB:VFC0001, VFDB:VFG050296
contig_896	cds	91843	92865	+	COBAOO_08720	fapC	major amyloid subunit FapC	SO:0001217, UniRef:UniRef50_A0A2T5KQ59, VFDB:VFC0001, VFDB:VFG050297
contig_896	cds	92927	93607	+	COBAOO_08725	fapD	periplasmic accessory protein FapD	SO:0001217, UniRef:UniRef50_Q1I9G2, VFDB:VFC0001, VFDB:VFG050298
contig_896	cds	93621	94373	+	COBAOO_08730	fapE	chaprone FapE	SO:0001217, UniRef:UniRef50_Q9I2F2, VFDB:VFC0001, VFDB:VFG050299
contig_896	cds	94434	95699	+	COBAOO_08735	fapF	outer membrane secretin FapF	SO:0001217, UniRef:UniRef50_S2KV93, VFDB:VFC0001, VFDB:VFG050300
contig_896	cds	95833	96759	-	COBAOO_08740		Ribokinase	SO:0001217, UniRef:UniRef50_A0A1S0SG61
contig_896	cds	96813	97826	-	COBAOO_08745		Ribose operon repressor	SO:0001217, UniRef:UniRef50_B1G752
contig_896	cds	97830	98828	-	COBAOO_08750		Monosaccharide-transporting ATPase	SO:0001217, UniRef:UniRef50_B1G719
contig_896	cds	98852	100384	-	COBAOO_08755	rbsA	Ribose import ATP-binding protein RbsA 3	SO:0001217, UniRef:UniRef50_V6AGZ0
contig_896	cds	100406	101365	-	COBAOO_08760		D-ribose/D-allose-binding protein	SO:0001217, UniRef:UniRef50_Q9I2F8
contig_896	cds	101584	102912	-	COBAOO_08765		Sigma-54 interacting regulatory protein	SO:0001217, UniRef:UniRef50_A0A379J894
contig_896	cds	103048	104535	-	COBAOO_08770		Ribosomal protein S6--L-glutamate ligase	SO:0001217, UniRef:UniRef50_A0A5E7TRK7
contig_896	cds	104726	105823	+	COBAOO_08775		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5E7IDY8
contig_896	cds	105981	106115	+	COBAOO_08780		hypothetical protein	
contig_896	cds	106426	108321	+	COBAOO_08785		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_F6AFL1
contig_896	cds	108500	109639	+	COBAOO_08790		hypothetical protein	PFAM:PF00199.22
contig_896	cds	110069	111253	+	COBAOO_08795		Nucleoid-associated protein	SO:0001217, UniRef:UniRef50_V6AFV3
contig_896	cds	111286	112962	+	COBAOO_08800		AAA-15 domain-containing protein	SO:0001217, UniRef:UniRef50_V6AG72
contig_896	cds	113036	114115	+	COBAOO_08805		HNH endonuclease	SO:0001217, UniRef:UniRef50_A0A8B4ZRW0
contig_896	cds	114840	115220	-	COBAOO_08810		DUF4354 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5D9Z5
contig_896	cds	115715	117919	-	COBAOO_08815		ATP synthase subunit a	SO:0001217, UniRef:UniRef50_A0A3M5JXR2
contig_896	cds	117916	118905	-	COBAOO_08820		Putative xanthine dehydrogenase, fad binding subunit	SO:0001217, UniRef:UniRef50_B4E960
contig_896	cds	118902	119414	-	COBAOO_08825		(2Fe-2S)-binding protein	SO:0001217, UniRef:UniRef50_A0A6V7D5Z8
contig_896	cds	119584	120879	-	COBAOO_08830		PAS domain S-box protein	SO:0001217, UniRef:UniRef50_A0A3G2HPV4
contig_896	cds	121187	121483	+	COBAOO_08835		hypothetical protein	
contig_896	cds	121476	122099	+	COBAOO_08840		hypothetical protein	PFAM:PF13302.10
contig_896	cds	122161	124461	-	COBAOO_08845		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	SO:0001217, UniRef:UniRef50_Q8X8L5
contig_896	cds	124594	126873	-	COBAOO_08850		Ribosomal protein S12 methylthiotransferase accessory factor	SO:0001217, UniRef:UniRef50_A0A562I0C1
contig_896	cds	126945	127271	-	COBAOO_08855		DUF2149 domain-containing protein	SO:0001217, UniRef:UniRef50_W8X1Z2
contig_896	cds	127271	127747	-	COBAOO_08860		MotA-ExbB domain-containing protein	SO:0001217, UniRef:UniRef50_K0CGJ5
contig_896	cds	127744	131589	-	COBAOO_08865	cobN	Cobaltochelatase subunit CobN	SO:0001217, UniRef:UniRef50_A0A7W3FKY8
contig_896	cds	131589	133550	-	COBAOO_08870		Colicin I receptor	SO:0001217, UniRef:UniRef50_A0A0S1B4I8
contig_896	cds	133718	134527	+	COBAOO_08875		16S rRNA (Cytosine(1402)-N(4))-methyltransferase	SO:0001217, UniRef:UniRef50_A0A069Q956
contig_896	cds	134685	136712	+	COBAOO_08880		Anaerobic ribonucleoside-triphosphate reductase	SO:0001217, UniRef:UniRef50_A0A448PNU4
contig_896	cds	136756	136902	+	COBAOO_08885		hypothetical protein	
contig_896	cds	136899	137597	+	COBAOO_08890		Pyruvate formate-lyase 1-activating enzyme	SO:0001217, UniRef:UniRef50_A0A127MRV2
contig_896	cds	137726	139126	+	COBAOO_08895		DAO domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I2I6
contig_896	cds	139139	139486	+	COBAOO_08900		Cupin-3 domain-containing protein	SO:0001217, UniRef:UniRef50_S6AS14
contig_896	cds	139531	140763	+	COBAOO_08905		Amino acid permease	SO:0001217, UniRef:UniRef50_G1UN64
contig_896	cds	140827	142374	+	COBAOO_08910	pucR	PucR family transcriptional regulator	SO:0001217, UniRef:UniRef50_F8G0P3
contig_896	cds	142942	144168	+	COBAOO_08915		hypothetical protein	
contig_896	cds	144275	144955	+	COBAOO_08920		C6 transcription factor	SO:0001217, UniRef:UniRef50_Q1I7R1
contig_896	cds	145047	145553	+	COBAOO_08925		RNA polymerase subunit sigma	SO:0001217, UniRef:UniRef50_A0A3M5PPG7
contig_896	cds	145550	146500	+	COBAOO_08930		Fe(2+)-dicitrate sensor membrane protein	SO:0001217, UniRef:UniRef50_A0A6M3V2L5
contig_896	cds	146709	149123	+	COBAOO_08935	fcuA	Ferrichrome receptor FcuA	SO:0001217, UniRef:UniRef50_A0A127MZZ8
contig_896	cds	149164	150315	+	COBAOO_08940		PepSY domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8J3AYF5
contig_896	cds	150312	150500	+	COBAOO_08945		hypothetical protein	
contig_896	cds	150502	151713	+	COBAOO_08950		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F6A6T6
contig_896	cds	151710	153350	+	COBAOO_08955		Dienelactone hydrolase	SO:0001217, UniRef:UniRef50_A0A1C7BEG5
contig_896	cds	153393	153929	+	COBAOO_08960		HIT family protein	SO:0001217, UniRef:UniRef50_Q9I2J8
contig_896	cds	154076	154723	-	COBAOO_08965	phzG2	pyridoxamine 5'-phosphate oxidase	SO:0001217, UniRef:UniRef50_Q51793, VFDB:VFC0272, VFDB:VFG015542
contig_896	cds	154746	155291	-	COBAOO_08970		hypothetical protein	
contig_897	cds	280	468	+	COBAOO_08975		hypothetical protein	
contig_898	cds	32	433	+	COBAOO_08980		hypothetical protein	PFAM:PF20258.1, PFAM:PF20259.1
contig_899	cds	139	507	-	COBAOO_08985		hypothetical protein	PFAM:PF02785.22
contig_902	cds	39	491	-	COBAOO_08990		hypothetical protein	
contig_904	ncRNA-region	300	451	-			Leucine operon leader	RFAM:RF00512, SO:0000140
contig_907	cds	112	753	-	COBAOO_08995		hypothetical protein	
contig_907	cds	812	1300	-	COBAOO_09000		DUF3015 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A095UP98
contig_907	cds	1535	1861	+	COBAOO_09005	dksA	DksA C4-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HMS1
contig_907	cds	1960	4413	+	COBAOO_09010		endopeptidase La	SO:0001217, UniRef:UniRef50_A0A127MMH9
contig_907	cds	4564	4905	+	COBAOO_09015		DUF222 domain-containing protein	SO:0001217, UniRef:UniRef50_F6AK56
contig_907	cds	5079	5567	+	COBAOO_09020		UPF0114 protein SO_3997	SO:0001217, UniRef:UniRef50_Q8EAB0
contig_907	cds	5824	6129	+	COBAOO_09025		Cation transporter	SO:0001217, UniRef:UniRef50_A0A127MMQ6
contig_907	cds	6214	6831	+	COBAOO_09030		Peptidyl-prolyl cis-trans isomerase	SO:0001217, UniRef:UniRef50_A0A448TUI3
contig_907	cds	6901	8928	-	COBAOO_09035		Gluconate 2-dehydrogenase (Acceptor)	SO:0001217, UniRef:UniRef50_A9BZ37
contig_907	ncRNA	9143	9267	-	COBAOO_09040	rsmW	RsmW RNA family	RFAM:RF02809, SO:0000655
contig_907	cds	9271	9495	-	COBAOO_09045		DUF2283 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HM69
contig_907	cds	9633	10601	-	COBAOO_09050		Octaprenyl diphosphate synthase	SO:0001217, UniRef:UniRef50_A0A081G159
contig_907	cds	10842	11153	+	COBAOO_09055		50S ribosomal protein L21	SO:0001217, UniRef:UniRef50_D8MXJ6
contig_907	cds	11177	11434	+	COBAOO_09060		50S ribosomal protein L27	SO:0001217, UniRef:UniRef50_A5FV28
contig_907	cds	11576	12796	+	COBAOO_09065		GTPase Obg/CgtA	SO:0001217, UniRef:UniRef50_Q6E0U3
contig_907	cds	12867	13985	+	COBAOO_09070		Glutamate 5-kinase	SO:0001217, UniRef:UniRef50_A0A521RC99
contig_907	cds	13997	14461	+	COBAOO_09075	creA	Protein CreA	SO:0001217, UniRef:UniRef50_A0A5D4Y7W8
contig_907	cds	14528	14803	-	COBAOO_09080		30S ribosomal protein S20	SO:0001217, UniRef:UniRef50_A4XQV2
contig_907	cds	15129	16625	+	COBAOO_09085	murJ	Lipid II flippase MurJ	SO:0001217, UniRef:UniRef50_P0AF16
contig_907	cds	16722	17660	+	COBAOO_09090		Bifunctional riboflavin kinase/FMN adenylyltransferase	SO:0001217, UniRef:UniRef50_P22990
contig_907	cds	17684	20515	+	COBAOO_09095		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q889E4
contig_907	cds	20508	21017	+	COBAOO_09100		Lipoprotein signal peptidase	SO:0001217, UniRef:UniRef50_Q9HVM5
contig_907	cds	21010	21450	+	COBAOO_09105		Peptidyl-prolyl cis-trans isomerase	SO:0001217, UniRef:UniRef50_H8W5J7
contig_907	cds	21536	22480	+	COBAOO_09110		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	SO:0001217, UniRef:UniRef50_Q9HVM7
contig_907	cds	22527	22952	-	COBAOO_09115	pilE	type 4a pilus minor pilin PilE	BlastRules:WP_003094721, SO:0001217, UniRef:UniRef50_G3XD43
contig_907	cds	22949	23296	-	COBAOO_09120	pilY2	type 4a fimbrial biogenesis protein PilY2	BlastRules:WP_003102609, SO:0001217, UniRef:UniRef50_Q51537
contig_907	cds	23298	26789	-	COBAOO_09125	pilY1	type 4a pilus biogenesis protein PilY1	BlastRules:WP_003115287, SO:0001217, UniRef:UniRef50_Q02GC2
contig_907	cds	26801	27388	-	COBAOO_09130	pilX	type 4a pilus minor pilin PilX	BlastRules:WP_003112826, SO:0001217, UniRef:UniRef50_A0A069Q6R3
contig_907	cds	27385	28209	-	COBAOO_09135	pilW	type 4a pilus minor pilin PilW	BlastRules:WP_003119422, SO:0001217, UniRef:UniRef50_E9KTN2
contig_907	cds	28206	28763	-	COBAOO_09140	pilV	type 4a pilus minor pilin PilV	BlastRules:WP_003119423, SO:0001217, UniRef:UniRef50_Q57003
contig_907	cds	28754	29260	-	COBAOO_09145	fimU	type 4 fimbrial biogenesis protein FimU	SO:0001217, UniRef:UniRef50_Q59652, VFDB:VFC0001, VFDB:VFG001216
contig_907	cds	29366	29875	-	COBAOO_09150	fimT	type 4 fimbrial biogenesis protein FimT	SO:0001217, UniRef:UniRef50_A0A069PYC1, VFDB:VFC0001, VFDB:VFG001215
contig_907	cds	30010	31104	+	COBAOO_09155		Glycine oxidase	SO:0001217, UniRef:UniRef50_Q88Q83
contig_907	cds	31150	32487	-	COBAOO_09160	pilR	two-component response regulator PilR	SO:0001217, UniRef:UniRef50_G8QCU7, VFDB:VFC0001, VFDB:VFG001214
contig_907	cds	32502	34094	-	COBAOO_09165	pilS	two-component system sensor histidine kinase PilS	BlastRules:WP_003094692, SO:0001217, UniRef:UniRef50_P33639
contig_907	cds	34084	34329	-	COBAOO_09170		MYND finger	SO:0001217, UniRef:UniRef50_A4XQW9
contig_907	cds	34486	35511	-	COBAOO_09175	bamD	Outer membrane protein assembly factor BamD	SO:0001217, UniRef:UniRef50_P33641
contig_907	cds	35657	36619	+	COBAOO_09180		Ribosomal large subunit pseudouridine synthase D	SO:0001217, UniRef:UniRef50_P33640
contig_907	cds	36616	37344	+	COBAOO_09185		Purine nucleoside phosphorylase	SO:0001217, UniRef:UniRef50_A0A6N0I123
contig_907	cds	37500	40064	+	COBAOO_09190	clpB	Chaperone protein ClpB	SO:0001217, UniRef:UniRef50_Q6LMY0
contig_907	tRNA	40299	40374	+	COBAOO_09195	trnN	tRNA-Asn(gtt)	SO:0000257
contig_907	tRNA	40384	40460	+	COBAOO_09200	trnP	tRNA-Pro(tgg)	SO:0000268
contig_907	tRNA	40471	40546	+	COBAOO_09205	trnK	tRNA-Lys(ttt)	SO:0000265
contig_907	cds	40778	45085	-	COBAOO_09210	tpsA4	two-partner secretion system exoprotein TpsA4	BlastRules:WP_003115288, SO:0001217, UniRef:UniRef50_A0A8F9Y7Y7
contig_907	cds	45134	46759	-	COBAOO_09215		POTRA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U9Q6A4
contig_907	cds	47352	48410	+	COBAOO_09220	zapE	Cell division protein ZapE	SO:0001217, UniRef:UniRef50_A0A509JLP5
contig_907	cds	48450	49757	-	COBAOO_09225		NAD(P)/FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A098FZA1
contig_907	cds	49821	49991	-	COBAOO_09230		50s ribosomal protein l13	SO:0001217, UniRef:UniRef50_A0A080VGL5
contig_907	cds	50017	50466	-	COBAOO_09235		MOSC domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00211B6551
contig_907	cds	50463	51092	-	COBAOO_09240		DUF1780 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HN75
contig_907	cds	51225	51650	+	COBAOO_09245		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HNT5
contig_907	cds	51647	52117	+	COBAOO_09250		FAD/FMN-containing dehydrogenase	SO:0001217, UniRef:UniRef50_A4XNH2
contig_907	cds	52114	52803	+	COBAOO_09255	cbiM	Cobalt transport protein CbiM	SO:0001217, UniRef:UniRef50_A0A024HMJ0
contig_907	cds	52909	53118	+	COBAOO_09260		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	SO:0001217, UniRef:UniRef50_A0A1L7FVP9
contig_907	cds	53155	53355	-	COBAOO_09265	yacG	DNA gyrase inhibitor YacG	SO:0001217, UniRef:UniRef50_A0A142BEI4
contig_907	cds	53352	53963	-	COBAOO_09270		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_A0A081KFA2
contig_907	cds	53960	54832	-	COBAOO_09275	pilD	type IV prepilin peptidase/methyltransferase PilD	BlastRules:WP_003112839, SO:0001217, UniRef:UniRef50_Q9ZEL6
contig_907	cds	54836	56056	-	COBAOO_09280	pilC	Type IV pilus assembly protein PilC	SO:0001217, UniRef:UniRef50_P22609
contig_907	cds	56060	57760	-	COBAOO_09285	pilB	Type IV pilus assembly ATPase PilB	SO:0001217, UniRef:UniRef50_P22608
contig_907	tRNA	58530	58605	+	COBAOO_09290	trnT	tRNA-Thr(cgt)	SO:0000270
contig_907	cds	58658	59506	-	COBAOO_09295		nicotinate-nucleotide diphosphorylase (carboxylating)	SO:0001217, UniRef:UniRef50_A0A2H6J9K9
contig_907	cds	59792	62047	+	COBAOO_09300		DUF1631 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H5KC35
contig_907	cds	62198	62764	+	COBAOO_09305	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	SO:0001217, UniRef:UniRef50_A0A6L7N043
contig_907	cds	62761	63597	+	COBAOO_09310	ampE	Transmembrane protein AmpE	SO:0001217, UniRef:UniRef50_Q9ZG99
contig_907	cds	63787	65808	+	COBAOO_09315		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_A0A2H2YYI7
contig_907	cds	66260	67423	+	COBAOO_09320		hypothetical protein	PFAM:PF00278.25, PFAM:PF02784.19
contig_907	cds	67539	67964	+	COBAOO_09325		VOC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0N1LMW9
contig_907	cds	68020	69822	-	COBAOO_09330	cptA	Phosphoethanolamine transferase CptA	SO:0001217, UniRef:UniRef50_A0A1F1Q5U7
contig_907	cds	69945	70760	-	COBAOO_09335		Sel1 repeat family protein	SO:0001217, UniRef:UniRef50_A0A5E6RVW7
contig_907	cds	70763	71491	-	COBAOO_09340		PKHD-type hydroxylase blr3905	SO:0001217, UniRef:UniRef50_Q89ND7
contig_907	cds	71661	73961	+	COBAOO_09345		Ligand-gated channel protein	SO:0001217, UniRef:UniRef50_A0A3M5PZK3
contig_907	cds	74177	76729	+	COBAOO_09350		Flavodoxin	SO:0001217, UniRef:UniRef50_A0A8H2RUW9
contig_907	cds	77237	78136	-	COBAOO_09355		Aspartyl/Asparaginyl beta-hydroxylase	SO:0001217, UniRef:UniRef50_Q0KD11
contig_907	cds	78266	79021	+	COBAOO_09360		5-oxoprolinase subunit A 2	SO:0001217, UniRef:UniRef50_Q9I203
contig_907	cds	79018	79695	+	COBAOO_09365		Kinase A inhibitor	SO:0001217, UniRef:UniRef50_A0A127MNA1
contig_907	cds	79692	80621	+	COBAOO_09370		AHS2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RL59
contig_907	cds	80626	81099	-	COBAOO_09375		HTH asnC-type domain-containing protein	SO:0001217, UniRef:UniRef50_U7HPT9
contig_907	cds	81241	81873	+	COBAOO_09380	lysE	LysE family translocator	SO:0001217, UniRef:UniRef50_S2LED4
contig_907	cds	81906	82877	-	COBAOO_09385	gsiA	Glutathione import ATP-binding protein GsiA	SO:0001217, UniRef:UniRef50_A0A084A0J5
contig_907	cds	82877	83851	-	COBAOO_09390		Dipeptide ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2X3JYC5
contig_907	cds	83904	84815	-	COBAOO_09395	dppC	Dipeptide ABC transporter permease DppC	SO:0001217, UniRef:UniRef50_A0A358HRQ1
contig_907	cds	84827	85837	-	COBAOO_09400	dppB	Dipeptide transport system permease protein dppB	SO:0001217, UniRef:UniRef50_C9Y303
contig_907	cds	85905	87500	-	COBAOO_09405		SBP-bac-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8B3G6H5
contig_907	cds	87550	89001	-	COBAOO_09410	opdP	Glycine-glutamate dipeptide porin OpdP	SO:0001217, UniRef:UniRef50_A0A448BS79
contig_907	cds	89229	90830	-	COBAOO_09415		Dipeptide ABC transporter, periplasmic dipeptide-binding protein	SO:0001217, UniRef:UniRef50_A0A3M4BV51
contig_907	cds	91096	91659	-	COBAOO_09420	psdR	transcriptional regulator PsdR	BlastRules:WP_003094433
contig_907	cds	91828	93045	+	COBAOO_09425	mdpA	metallopeptidase MdpA	BlastRules:WP_003107426, SO:0001217, UniRef:UniRef50_K6ZB28
contig_907	cds	93113	94711	-	COBAOO_09430		Di/tripeptide-binding protein 2	SO:0001217, UniRef:UniRef50_A0A0H2ZGW2
contig_907	cds	94805	96418	-	COBAOO_09435		Di/tripeptide-binding protein 1	SO:0001217, UniRef:UniRef50_A0A0H2ZGV2
contig_907	cds	96671	97381	-	COBAOO_09440		DUF541 domain-containing protein	SO:0001217, UniRef:UniRef50_B1JBF2
contig_907	cds	97658	98926	+	COBAOO_09445		histidine kinase	SO:0001217, UniRef:UniRef50_S6BCF3
contig_907	cds	98952	99512	+	COBAOO_09450		Response regulatory domain-containing protein	SO:0001217, UniRef:UniRef50_A0A091ASR3
contig_907	cds	99675	100484	+	COBAOO_09455		DUF2135 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A290ZS28
contig_907	cds	100523	102292	+	COBAOO_09460		DUF2138 domain-containing protein	SO:0001217, UniRef:UniRef50_W0MW19
contig_907	cds	102277	102927	+	COBAOO_09465		DUF1175 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4P9D555
contig_907	cds	102924	107504	+	COBAOO_09470	magD	alpha-2-macroglobulin MagD	BlastRules:WP_003112866, SO:0001217, UniRef:UniRef50_Q9HVT2
contig_907	cds	107501	109150	+	COBAOO_09475		DUF2300 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HN18
contig_907	cds	109113	109946	+	COBAOO_09480	yfaP	Uncharacterized protein YfaP	SO:0001217, UniRef:UniRef50_P76462
contig_907	cds	110061	110447	-	COBAOO_09485		CMD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3F1M4
contig_907	cds	110479	110856	-	COBAOO_09490	rlpA	Endolytic peptidoglycan transglycosylase RlpA	SO:0001217, UniRef:UniRef50_A0A1G5N4J4
contig_907	cds	110916	112361	-	COBAOO_09495		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	SO:0001217, UniRef:UniRef50_A4XQK5
contig_907	cds	112468	113922	-	COBAOO_09500		Glutamyl-tRNA(Gln) amidotransferase subunit A	SO:0001217, UniRef:UniRef50_Q9HVT8
contig_907	cds	113938	114225	-	COBAOO_09505		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	SO:0001217, UniRef:UniRef50_Q82T57
contig_907	cds	114465	115502	+	COBAOO_09510	mreB	rod shape-determining protein MreB	BlastRules:WP_000466737, BlastRules:WP_000913396, BlastRules:WP_003094393, BlastRules:WP_003229650, SO:0001217, UniRef:UniRef50_W8TCS4
contig_907	cds	115582	116574	+	COBAOO_09515	mreC	Cell shape-determining protein MreC	SO:0001217, UniRef:UniRef50_A0A0B4XL69
contig_907	cds	116574	117068	+	COBAOO_09520		hypothetical protein	
contig_907	cds	117158	117763	+	COBAOO_09525		dTTP/UTP pyrophosphatase	SO:0001217, UniRef:UniRef50_Q9HVU3
contig_907	cds	117797	119254	+	COBAOO_09530		Ribonuclease G	SO:0001217, UniRef:UniRef50_P45175
contig_907	cds	119269	123099	+	COBAOO_09535		TIGR02099 family protein	SO:0001217, UniRef:UniRef50_C1DQ44
contig_907	cds	123169	124017	+	COBAOO_09540		Deaminated glutathione amidase	SO:0001217, UniRef:UniRef50_A0A5E7I378
contig_907	cds	124020	125462	+	COBAOO_09545		Metalloprotease TldD-like protein	SO:0001217, UniRef:UniRef50_Q89AE1
contig_907	cds	125493	126017	-	COBAOO_09550		UPF0307 protein PP_0941	SO:0001217, UniRef:UniRef50_Q88PA9
contig_907	cds	126116	127465	+	COBAOO_09555	pmbA	Metalloprotease PmbA	SO:0001217, UniRef:UniRef50_A0A6A9R2G6
contig_907	cds	127613	128008	+	COBAOO_09560	fagA	FagA protein	SO:0001217, UniRef:UniRef50_A0A1H0QLH9
contig_907	cds	128001	129377	+	COBAOO_09565		Fumarate hydratase class II 2	SO:0001217, UniRef:UniRef50_Q51404
contig_907	cds	129405	129854	+	COBAOO_09570		hypothetical protein	
contig_907	cds	129867	130478	+	COBAOO_09575		Superoxide dismutase [Mn]	SO:0001217, UniRef:UniRef50_P53652
contig_907	cds	130527	131429	+	COBAOO_09580		ZIP family metal transporter	SO:0001217, UniRef:UniRef50_Q88PA3
contig_907	cds	131972	132154	+	COBAOO_09585	hicA	Addiction module toxin, HicA family	SO:0001217, UniRef:UniRef50_R5C9R8
contig_907	cds	132182	132586	+	COBAOO_09590		HicB-like domain-containing protein	SO:0001217, UniRef:UniRef50_C3K7R7
contig_907	cds	132629	133600	-	COBAOO_09595		hypothetical protein	
contig_907	cds	133585	134283	-	COBAOO_09600		Prophage PssSM-01, Orf2	SO:0001217, UniRef:UniRef50_A0A0C5E3V1
contig_907	cds	134283	134822	-	COBAOO_09605		DNA-binding protein	SO:0001217, UniRef:UniRef50_Q48C57
contig_907	cds	134819	135739	-	COBAOO_09610		Phage protein	SO:0001217, UniRef:UniRef50_A0A6I0CGA9
