# Annotated with Bakta								
# Software: v1.8.2								
"# Database: v5.0, light"								
# DOI: 10.1099/mgen.0.000685								
# URL: github.com/oschwengers/bakta								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_479	cds	193911	194702	-	LLPFDG_13185		PHB domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A4Y6C3A0"
contig_479	cds	194702	196033	-	LLPFDG_13190		Serine protease	"SO:0001217, UniRef:UniRef50_A0A363SJP6"
contig_479	cds	196413	198035	+	LLPFDG_13195		Phosphate transporter	"SO:0001217, UniRef:UniRef50_A0A0P9UQ42"
contig_479	cds	198078	198482	-	LLPFDG_13200		HotDog ACOT-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HQ65"
contig_479	cds	198634	199542	-	LLPFDG_13205		Glycine cleavage system transcriptional activator	"SO:0001217, UniRef:UniRef50_A0A3M3AD76"
contig_479	cds	199763	200944	+	LLPFDG_13210		Acyl-CoA dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A2S6R409"
contig_479	cds	201064	202287	+	LLPFDG_13215		Acetyl-CoA:oxalate CoA-transferase	"SO:0001217, UniRef:UniRef50_A0A853T4G6"
contig_479	cds	202484	203767	-	LLPFDG_13220		Beta-ureidopropionase	"SO:0001217, UniRef:UniRef50_A0A085J983"
contig_479	cds	203826	205316	-	LLPFDG_13225		Nitrate reductase	"SO:0001217, UniRef:UniRef50_A0A3M3F0K7"
contig_479	cds	205931	207370	+	LLPFDG_13230		D-hydantoinase/dihydropyrimidinase	"SO:0001217, UniRef:UniRef50_Q59699"
contig_479	cds	207465	208832	+	LLPFDG_13235		Glutamate synthase [NADPH] small chain	"SO:0001217, UniRef:UniRef50_A0A378ZZN3"
contig_479	cds	208832	210106	+	LLPFDG_13240		Dihydrothymine dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A4Q3C9W4"
contig_479	cds	210288	211538	+	LLPFDG_13245		Cytosine permease	"SO:0001217, UniRef:UniRef50_Q8X691"
contig_479	cds	211528	212799	+	LLPFDG_13250		Cytosine deaminase	"SO:0001217, UniRef:UniRef50_A0A376FFA2"
contig_479	cds	212836	213456	-	LLPFDG_13255	rutR	HTH-type transcriptional regulator RutR	"SO:0001217, UniRef:UniRef50_A0A5E7CWK8"
contig_479	cds	213541	215019	-	LLPFDG_13260		Sodium:proline symporter	"SO:0001217, UniRef:UniRef50_A0A5P9CE93"
contig_479	cds	215030	217222	-	LLPFDG_13265		TonB-dependent receptor	"SO:0001217, UniRef:UniRef50_A6UYP5"
contig_479	cds	217348	217764	-	LLPFDG_13270		DUF2946 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2R3IQS1"
contig_479	ncRNA-region	217943	218048	+			S-adenosyl-L-homocysteine riboswitch	"RFAM:RF01057, SO:0000035"
contig_479	cds	218071	219480	+	LLPFDG_13275		Adenosylhomocysteinase	"SO:0001217, UniRef:UniRef50_Q87V73"
contig_479	cds	219536	220075	+	LLPFDG_13280		RelA/SpoT protein	"SO:0001217, UniRef:UniRef50_A0A4P0TLF9"
contig_479	cds	220118	220990	+	LLPFDG_13285		Methylenetetrahydrofolate reductase	"SO:0001217, UniRef:UniRef50_A0A391NHI7"
contig_479	cds	221060	222130	+	LLPFDG_13290		Glycosyltransferase	"SO:0001217, UniRef:UniRef50_A0A323V1A5"
contig_479	cds	222381	224300	+	LLPFDG_13295	rhlE	ATP-dependent RNA helicase RhlE	"SO:0001217, UniRef:UniRef50_A0A5K1VPM3"
contig_479	cds	224396	225853	-	LLPFDG_13300	oprM	multidrug efflux RND transporter outer membrane channel subunit OprM	"BlastRules:WP_003084633, SO:0001217, UniRef:UniRef50_Q9WWZ8"
contig_479	cds	225855	228995	-	LLPFDG_13305	mexB	multidrug efflux RND transporter permease subunit MexB	"BlastRules:WP_003107312, SO:0001217, UniRef:UniRef50_A0A0A7PAX8"
contig_479	cds	229011	230162	-	LLPFDG_13310	mexA	multidrug efflux RND transporter periplasmic adaptor subunit MexA	"NCBIProtein:AAA74436.1, SO:0001217, UniRef:UniRef50_P52477"
contig_479	cds	230437	230880	+	LLPFDG_13315	mexR	MarR family transcriptional repressor MexR	"BlastRules:WP_003114897, SO:0001217, UniRef:UniRef50_P52003"
contig_479	cds	230949	231524	-	LLPFDG_13320	yceI	YceI domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A5C7T7P6"
contig_479	cds	231536	232105	-	LLPFDG_13325		Cytochrome b561-like protein	"SO:0001217, UniRef:UniRef50_P75925"
contig_479	cds	232286	233776	-	LLPFDG_13330		Amine oxidase A	"SO:0001217, UniRef:UniRef50_L8MMM5"
contig_479	cds	233950	235353	+	LLPFDG_13335		Adenosylmethionine--8-amino-7-oxononanoate transaminase	"SO:0001217, UniRef:UniRef50_A0A525C3U4"
contig_479	cds	235446	236168	+	LLPFDG_13340		Ribosomal RNA small subunit methyltransferase E	"SO:0001217, UniRef:UniRef50_A0A3M3XA09"
contig_479	cds	236245	237618	+	LLPFDG_13345		Baseplate assembly protein	"SO:0001217, UniRef:UniRef50_A6UYM8"
contig_479	cds	237626	238237	-	LLPFDG_13350	chpE	putative chemotaxis protein	"VFDB:VFC0001, VFDB:VFG001235"
contig_479	cds	238313	239107	-	LLPFDG_13355	chpD	putative transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A127MLR9, VFDB:VFC0001, VFDB:VFG001234"
contig_479	cds	239115	239621	-	LLPFDG_13360	chpC	putative chemotaxis protein	"SO:0001217, UniRef:UniRef50_N2JIG6, VFDB:VFC0001, VFDB:VFG001233"
contig_479	cds	239618	240649	-	LLPFDG_13365	chpB	putative methylesterase	"SO:0001217, UniRef:UniRef50_A0A2R3IRN7, VFDB:VFC0001, VFDB:VFG001232"
contig_479	cds	240642	248072	-	LLPFDG_13370	chpA	chemotaxis signal transduction system protein ChpA	"BlastRules:WP_003114893, SO:0001217, UniRef:UniRef50_A0A078MHR8"
contig_479	cds	248084	248959	-	LLPFDG_13375	pilK	type 4 fimbrial methyltransferase PilK	"BlastRules:WP_003100938, SO:0001217, UniRef:UniRef50_A0A8F9L582"
contig_479	cds	249020	251068	-	LLPFDG_13380	pilJ	chemotaxis chemoreceptor PilJ	"BlastRules:WP_003100940, SO:0001217, UniRef:UniRef50_A0A257SRV8"
contig_479	cds	251153	251689	-	LLPFDG_13385	pilI	twitching motility protein PilI	"SO:0001217, UniRef:UniRef50_A0A0C4WKD3, VFDB:VFC0001, VFDB:VFG001227"
contig_479	cds	251740	252105	-	LLPFDG_13390	pilH	twitching motility response regulator PilH	"BlastRules:WP_003084587, BlastRules:WP_008283762, BlastRules:WP_011036249, BlastRules:WP_014704326, SO:0001217, UniRef:UniRef50_A0A1R4EDA2"
contig_479	cds	252152	252559	-	LLPFDG_13395	pilG	twitching motility response regulator PilG	"BlastRules:WP_000389061, BlastRules:WP_003084583, BlastRules:WP_008284039, BlastRules:WP_014704325, SO:0001217, UniRef:UniRef50_A0A089YW00"
contig_479	cds	252814	253767	+	LLPFDG_13400		Glutathione synthetase	"SO:0001217, UniRef:UniRef50_P04425"
contig_479	cds	253914	254807	+	LLPFDG_13405	tonB	Protein TonB	"SO:0001217, UniRef:UniRef50_A0A218VJA6"
contig_479	cds	254856	255425	+	LLPFDG_13410	algH	UPF0301 protein AlgH	"SO:0001217, UniRef:UniRef50_Q9RQ16"
contig_479	cds	255425	255859	+	LLPFDG_13415		Putative pre-16S rRNA nuclease	"SO:0001217, UniRef:UniRef50_Q4K4E4"
contig_479	cds	255971	256483	+	LLPFDG_13420	pyrR	Bifunctional protein PyrR	"SO:0001217, UniRef:UniRef50_Q9F4I7"
contig_479	cds	256507	257511	+	LLPFDG_13425		Aspartate carbamoyltransferase	"SO:0001217, UniRef:UniRef50_A9AFI4"
contig_479	cds	257508	258779	+	LLPFDG_13430		Dihydroorotase-like protein	"SO:0001217, UniRef:UniRef50_Q59712"
contig_479	cds	259007	260191	-	LLPFDG_13435		Cystathionine beta-lyase	"SO:0001217, UniRef:UniRef50_Q83A83"
contig_479	cds	260188	261561	-	LLPFDG_13440		Cystathionine beta-lyase	"SO:0001217, UniRef:UniRef50_A0A0A5FMK5"
contig_479	cds	261804	262208	-	LLPFDG_13445		TM2 domain-containing protein	"SO:0001217, UniRef:UniRef50_Q6MHC2"
contig_479	cds	262363	263262	+	LLPFDG_13450	czcD	CDF family zinc transporter CzcD	"BlastRules:WP_003100957, BlastRules:WP_003229873, SO:0001217, UniRef:UniRef50_P13512"
contig_479	cds	263270	264418	-	LLPFDG_13455	pilU	twitching motility protein PilU	"SO:0001217, UniRef:UniRef50_N8QFC8, VFDB:VFC0001, VFDB:VFG001224"
contig_479	cds	264596	265630	-	LLPFDG_13460	pilT	type IV pilus twitching motility protein PilT	"BlastRules:WP_003084552, SO:0001217, UniRef:UniRef50_A0A4P0TLB9"
contig_479	cds	265845	266537	+	LLPFDG_13465		Pyridoxal phosphate homeostasis protein	"SO:0001217, UniRef:UniRef50_A0A1Y6D5Y1"
contig_479	cds	266549	267370	+	LLPFDG_13470		Pyrroline-5-carboxylate reductase	"SO:0001217, UniRef:UniRef50_A0A0U4VW52"
contig_479	cds	267381	267974	+	LLPFDG_13475	yggT	YggT family protein	"SO:0001217, UniRef:UniRef50_N2J9Z8"
contig_479	cds	268097	268267	+	LLPFDG_13480		hypothetical protein	PFAM:PF02594.19
contig_479	cds	268375	270342	+	LLPFDG_13485		Dynamin-N domain-containing protein	"SO:0001217, UniRef:UniRef50_U2ZIR6"
contig_479	cds	270431	271570	+	LLPFDG_13490		Homoserine O-acetyltransferase	"SO:0001217, UniRef:UniRef50_F3BYN2"
contig_479	cds	271578	272198	+	LLPFDG_13495		Bifunctional methionine biosynthesis protein MetXA/MetW	"SO:0001217, UniRef:UniRef50_A0A543Q0V8"
contig_479	cds	272330	272749	+	LLPFDG_13500		hypothetical protein	PFAM:PF14467.9
contig_479	cds	272746	273339	+	LLPFDG_13505		dITP/XTP pyrophosphatase	"SO:0001217, UniRef:UniRef50_Q602P0"
contig_479	cds	273461	274615	+	LLPFDG_13510	hemW	Heme chaperone HemW	"SO:0001217, UniRef:UniRef50_Q8EBY6"
contig_479	cds	274696	275019	+	LLPFDG_13515		DUF3392 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0T6UU07"
contig_479	cds	275081	275338	+	LLPFDG_13520		hypothetical protein	
contig_479	cds	275351	276697	-	LLPFDG_13525		DUF1329 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0T6UV28"
contig_479	cds	276860	277594	-	LLPFDG_13530		tRNA (guanine-N(7)-)-methyltransferase	"SO:0001217, UniRef:UniRef50_Q9I6B3"
contig_479	cds	277685	278482	-	LLPFDG_13535		Thiazole synthase	"SO:0001217, UniRef:UniRef50_Q9A746"
contig_479	cds	278541	278741	-	LLPFDG_13540	thiS	Sulfur carrier protein ThiS	"SO:0001217, UniRef:UniRef50_W1N6X3"
contig_479	cds	278844	279221	-	LLPFDG_13545		DUF423 domain-containing protein	"SO:0001217, UniRef:UniRef50_C1D1L6"
contig_479	cds	279258	279989	+	LLPFDG_13550		Biosynthetic peptidoglycan transglycosylase	"SO:0001217, UniRef:UniRef50_Q88AF9"
contig_479	cds	279994	280599	-	LLPFDG_13555		SURF1-like protein	"SO:0001217, UniRef:UniRef50_A0A2R3IRB3"
contig_479	cds	280664	281518	-	LLPFDG_13560	rpoH	RNA polymerase sigma factor RpoH	"SO:0001217, UniRef:UniRef50_R4VL20"
contig_479	cds	281632	282639	-	LLPFDG_13565	ftsX	Cell division protein FtsX	"SO:0001217, UniRef:UniRef50_Q9R9Y4"
contig_479	cds	282639	283310	-	LLPFDG_13570	ftsE	Cell division ATP-binding protein FtsE	"SO:0001217, UniRef:UniRef50_F6AE89"
contig_479	cds	283307	284683	-	LLPFDG_13575		hypothetical protein	"PFAM:PF00448.25, PFAM:PF02881.22, PFAM:PF06414.15"
contig_479	cds	284831	286201	+	LLPFDG_13580		"Peptidase, M16 family"	"SO:0001217, UniRef:UniRef50_A0A2X2C7V9"
contig_479	cds	286194	287681	+	LLPFDG_13585		Zinc protease	"SO:0001217, UniRef:UniRef50_A0A1Q9QZQ0"
contig_479	cds	287681	288277	+	LLPFDG_13590		Ribosomal RNA small subunit methyltransferase D	"SO:0001217, UniRef:UniRef50_U7A0B1"
contig_479	cds	288280	288846	+	LLPFDG_13595		hypothetical protein	
contig_479	cds	288883	289881	+	LLPFDG_13600		"Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase"	"SO:0001217, UniRef:UniRef50_G8Q3N8"
contig_479	cds	289944	290354	+	LLPFDG_13605		Acetyltransferase	"SO:0001217, UniRef:UniRef50_A0A1C7BZJ9"
contig_479	cds	290339	290986	-	LLPFDG_13610	tetR	TetR family transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A071L591"
contig_479	cds	291274	292704	+	LLPFDG_13615		Aldehyde dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A7U7I7B5"
contig_479	cds	292759	293307	+	LLPFDG_13620		hypothetical protein	
contig_479	cds	293364	294959	+	LLPFDG_13625		long-chain-alcohol oxidase	"SO:0001217, UniRef:UniRef50_A0A2V1GVQ7"
contig_479	cds	295108	295587	+	LLPFDG_13630		Phosphopantetheine adenylyltransferase	"SO:0001217, UniRef:UniRef50_Q8DJQ7"
contig_479	cds	295708	295959	+	LLPFDG_13635		4Fe-4S dicluster domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0X8K6D7"
contig_479	cds	296087	297820	+	LLPFDG_13640		Glutathione hydrolase proenzyme	"SO:0001217, UniRef:UniRef50_A0A2P6JK78"
contig_479	cds	297972	298403	+	LLPFDG_13645		Lipoprotein	"SO:0001217, UniRef:UniRef50_A0A0D6SQS2"
contig_479	cds	298516	299502	-	LLPFDG_13650		Sel1 repeat family protein	"SO:0001217, UniRef:UniRef50_A0A246FDS6"
contig_479	cds	299772	300116	-	LLPFDG_13655		Multidrug transporter	"SO:0001217, UniRef:UniRef50_J3I7M0"
contig_479	cds	300199	300777	-	LLPFDG_13660	plsC	PlsC domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HA81"
contig_479	cds	300854	301666	-	LLPFDG_13665		Formamidopyrimidine-DNA glycosylase	"SO:0001217, UniRef:UniRef50_Q88AH6"
contig_479	cds	301725	302603	-	LLPFDG_13670		Ribonuclease Y	"SO:0001217, UniRef:UniRef50_A0A2N7R2D8"
contig_479	cds	302766	303305	+	LLPFDG_13675	pfpI	protease PfpI	"BlastRules:WP_003102879, SO:0001217, UniRef:UniRef50_A1TMJ4"
contig_479	cds	303378	304574	+	LLPFDG_13680		SAM-dependent methyltransferase	"SO:0001217, UniRef:UniRef50_A0A3M3XM18"
contig_479	cds	304902	306740	+	LLPFDG_13685		Dihydroxy-acid dehydratase	"SO:0001217, UniRef:UniRef50_Q8XAV1"
contig_479	cds	306972	308357	+	LLPFDG_13690	xanP	Xanthine permease XanP	"SO:0001217, UniRef:UniRef50_A0A0H4VYX2"
contig_479	cds	308496	308969	+	LLPFDG_13695		Phosphoesterase	"SO:0001217, UniRef:UniRef50_R1CST5"
contig_479	cds	308985	309491	-	LLPFDG_13700		Dihydrofolate reductase	"SO:0001217, UniRef:UniRef50_A0A176NLD9"
contig_479	cds	309562	310602	-	LLPFDG_13705		DUF2993 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0F0DG93"
contig_479	cds	310599	311693	-	LLPFDG_13710		Peptidoglycan-binding protein	"SO:0001217, UniRef:UniRef50_A0A127N1W1"
contig_479	cds	311903	313054	+	LLPFDG_13715		Glycerophosphoryl diester phosphodiesterase	"SO:0001217, UniRef:UniRef50_A0A837DFB3"
contig_479	cds	313091	313453	-	LLPFDG_13720		hypothetical protein	
contig_479	cds	313645	315030	+	LLPFDG_13725		DUF2868 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0Q0BC51"
contig_479	cds	315023	316402	+	LLPFDG_13730		DUF3482 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3S9XDW1"
contig_479	cds	316437	317234	+	LLPFDG_13735		SAM-dependent methyltransferase	"SO:0001217, UniRef:UniRef50_G8Q0J5"
contig_479	cds	317261	318055	-	LLPFDG_13740		Thymidylate synthase	"SO:0001217, UniRef:UniRef50_A9KF61"
contig_479	cds	318261	319061	-	LLPFDG_13745		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	"SO:0001217, UniRef:UniRef50_A1SS95"
contig_479	cds	319071	319874	-	LLPFDG_13750		putative membrane transporter protein	"SO:0001217, UniRef:UniRef50_Q4K478"
contig_479	cds	319996	320751	+	LLPFDG_13755		NRDE family protein	"SO:0001217, UniRef:UniRef50_A0A3M5PWB5"
contig_479	cds	320755	321792	-	LLPFDG_13760		Iron ABC transporter permease	"SO:0001217, UniRef:UniRef50_A0A367M2W3"
contig_479	cds	321911	324190	-	LLPFDG_13765		phosphoenolpyruvate--protein phosphotransferase	"SO:0001217, UniRef:UniRef50_A0A1H8TYU7"
contig_479	cds	324213	324692	-	LLPFDG_13770		RNA pyrophosphohydrolase	"SO:0001217, UniRef:UniRef50_Q14JR9"
contig_479	cds	324896	325549	+	LLPFDG_13775		HAD-IB family hydrolase	"SO:0001217, UniRef:UniRef50_A0A2N8SWC3"
contig_479	cds	325599	326840	+	LLPFDG_13780		MFS domain-containing protein	"SO:0001217, UniRef:UniRef50_E5WKM0"
contig_479	cds	326813	327280	-	LLPFDG_13785		DUF2269 domain-containing protein	"SO:0001217, UniRef:UniRef50_Q0ANG6"
contig_479	cds	327277	328548	-	LLPFDG_13790		Epimerase domain-containing protein	"SO:0001217, UniRef:UniRef50_Q4K472"
contig_479	cds	328599	329066	-	LLPFDG_13795		DUF2269 domain-containing protein	"SO:0001217, UniRef:UniRef50_A6UYD4"
contig_479	cds	329186	330700	-	LLPFDG_13800		L-threonine dehydratase	"SO:0001217, UniRef:UniRef50_A0A139D273"
contig_479	cds	330959	331630	+	LLPFDG_13805		Ribose-5-phosphate isomerase A	"SO:0001217, UniRef:UniRef50_Q7MHL9"
contig_479	cds	331753	332085	+	LLPFDG_13810		UPF0339 protein PA0329	"SO:0001217, UniRef:UniRef50_Q9I6G2"
contig_479	cds	332128	332853	-	LLPFDG_13815		hypothetical protein	PFAM:PF00132.27
contig_479	cds	333110	335086	+	LLPFDG_13820	ywaD	Aminopeptidase YwaD	"SO:0001217, UniRef:UniRef50_A0A109LJ92"
contig_479	cds	335125	336090	-	LLPFDG_13825	yjiK	Uncharacterized protein YjiK	"SO:0001217, UniRef:UniRef50_A0A2N2V1F0"
contig_479	cds	336418	337467	+	LLPFDG_13830	potA	Spermidine/putrescine import ATP-binding protein PotA	"SO:0001217, UniRef:UniRef50_Q5LT05"
contig_479	cds	337464	338393	+	LLPFDG_13835		ABC transmembrane type-1 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2Z6EUL4"
contig_479	cds	338390	339178	+	LLPFDG_13840		ABC transporter permease	"SO:0001217, UniRef:UniRef50_A0A3M2EJG5"
contig_479	cds	339226	340269	+	LLPFDG_13845		Putrescine-binding periplasmic protein	"SO:0001217, UniRef:UniRef50_A1WS42"
contig_479	cds	340690	342084	+	LLPFDG_13850		AA-permease domain-containing protein	"SO:0001217, UniRef:UniRef50_W1N7X9"
contig_479	cds	342100	343134	+	LLPFDG_13855		Acetylpolyamine amidohydrolase 1	"SO:0001217, UniRef:UniRef50_Q9I3T5"
contig_479	cds	343215	343565	-	LLPFDG_13860		BOF domain-containing protein	"SO:0001217, UniRef:UniRef50_Q88CV7"
contig_479	cds	343649	344581	-	LLPFDG_13865	yjiK	Uncharacterized protein YjiK	"SO:0001217, UniRef:UniRef50_A0A089YRK3"
contig_479	cds	344737	345402	-	LLPFDG_13870		FAA-hydrolase domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0F7XRW1"
contig_479	cds	345494	346888	-	LLPFDG_13875		D-2-hydroxyglutarate dehydrogenase	"SO:0001217, UniRef:UniRef50_A4VGK4"
contig_479	ncRNA	346954	347091	-	LLPFDG_13880	P2	Psudomonas sRNA P2	"RFAM:RF01672, SO:0000655"
contig_479	cds	347092	348321	+	LLPFDG_13885		D-3-phosphoglycerate dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A0M3C0H6"
contig_479	cds	348379	348816	-	LLPFDG_13890		DUF4399 domain-containing protein	"SO:0001217, UniRef:UniRef50_K9NT45"
contig_479	cds	349109	349879	+	LLPFDG_13895		"Amino acid ABC transporter substrate-binding protein, PAAT family"	"SO:0001217, UniRef:UniRef50_Q128J7"
contig_479	cds	349951	350643	+	LLPFDG_13900		Amino acid ABC transporter permease	"SO:0001217, UniRef:UniRef50_A0A7Y2NYB2"
contig_479	cds	350648	351142	-	LLPFDG_13905		DUF523 domain-containing protein	"SO:0001217, UniRef:UniRef50_C3K3S6"
contig_479	cds	351256	351345	-	LLPFDG_13910		hypothetical protein	
contig_479	cds	351408	351962	+	LLPFDG_13915		DUF4402 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HPA6"
contig_479	cds	351984	352613	-	LLPFDG_13920		Putative proline hydroxylase	"SO:0001217, UniRef:UniRef50_A0A2S9GVC3"
contig_479	cds	352731	353483	+	LLPFDG_13925		DUF2059 domain-containing protein	"SO:0001217, UniRef:UniRef50_C3K3S8"
contig_479	cds	353503	354444	-	LLPFDG_13930		Lysophospholipase	"SO:0001217, UniRef:UniRef50_A0A3S4T4U3"
contig_479	cds	354521	355132	+	LLPFDG_13935		DUF6436 domain-containing protein	"SO:0001217, UniRef:UniRef50_L0GPQ8"
contig_479	cds	355237	355740	+	LLPFDG_13940		Transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A839T322"
contig_479	cds	355719	356771	-	LLPFDG_13945		HTH araC/xylS-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M5E4R8"
contig_479	cds	356882	359269	+	LLPFDG_13950	hacB	N-acylhomoserine lactone acylase HacB	"BlastRules:WP_003112940, SO:0001217, UniRef:UniRef50_A0A5E7NUX0"
contig_479	cds	359447	360316	-	LLPFDG_13955		ABC transporter permease subunit	"SO:0001217, UniRef:UniRef50_A0A3S9XAF4"
contig_479	cds	360399	361310	-	LLPFDG_13960		ABC transmembrane type-1 domain-containing protein	"SO:0001217, UniRef:UniRef50_J7V226"
contig_479	cds	361307	362461	-	LLPFDG_13965	potA	Spermidine/putrescine import ATP-binding protein PotA	"SO:0001217, UniRef:UniRef50_A0A423MTV1"
contig_479	cds	362516	363613	-	LLPFDG_13970	spuE	Spermidine-binding periplasmic protein SpuE	"SO:0001217, UniRef:UniRef50_Q9I6J0"
contig_479	cds	364032	365135	-	LLPFDG_13975		Putrescine-binding periplasmic protein	"SO:0001217, UniRef:UniRef50_H0HXU9"
contig_479	cds	365251	366621	-	LLPFDG_13980		Putrescine--pyruvate aminotransferase	"SO:0001217, UniRef:UniRef50_Q9I6J2"
contig_479	cds	366687	368045	-	LLPFDG_13985	puuA	Gamma-glutamylputrescine synthetase PuuA	"SO:0001217, UniRef:UniRef50_A0A1V5G0M9"
contig_479	cds	368086	368838	-	LLPFDG_13990		Glutamine amidotransferase	"SO:0001217, UniRef:UniRef50_A0A5K7TUS9"
contig_479	ncRNA	368844	369023	+	LLPFDG_13995	P1	Pseudomonas sRNA P1	"RFAM:RF00623, SO:0000655"
contig_479	cds	369117	370493	+	LLPFDG_14000	puuA	Gamma-glutamylputrescine synthetase PuuA	"SO:0001217, UniRef:UniRef50_A0A423N7N5"
contig_479	cds	370749	371810	+	LLPFDG_14005		Putrescine-binding periplasmic protein	"SO:0001217, UniRef:UniRef50_A0A1G3EAE7"
contig_479	cds	371871	372536	+	LLPFDG_14010	aguR	Putative transcriptional regulator AguR	"SO:0001217, UniRef:UniRef50_A0A3M4EYH5"
contig_479	cds	372699	373577	+	LLPFDG_14015		N-carbamoylputrescine amidase	"SO:0001217, UniRef:UniRef50_A0A119C4L9"
contig_479	cds	373663	374769	+	LLPFDG_14020		Agmatine deiminase	"SO:0001217, UniRef:UniRef50_Q88R68"
contig_479	cds	374904	376286	-	LLPFDG_14025	oprE	Anaerobically-induced outer membrane porin OprE	"SO:0001217, UniRef:UniRef50_Q51510"
contig_479	cds	376901	377872	-	LLPFDG_14030		Diguanylate cyclase	"SO:0001217, UniRef:UniRef50_A0A127N1V6"
contig_479	cds	377985	378947	-	LLPFDG_14035		HTH lysR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0C5E154"
contig_479	cds	379000	379956	-	LLPFDG_14040		Guanidinopropionase	"SO:0001217, UniRef:UniRef50_Q9I6K2"
contig_479	cds	380012	381397	-	LLPFDG_14045		Sodium:solute symporter	"SO:0001217, UniRef:UniRef50_A0A3M3K5V7"
contig_479	cds	381626	382804	-	LLPFDG_14050		Stearoyl-CoA desaturase	"SO:0001217, UniRef:UniRef50_A0A0W0U565"
contig_479	cds	382976	385258	+	LLPFDG_14055		Cyclic di-GMP phosphodiesterase Gmr	"SO:0001217, UniRef:UniRef50_A0A120G4X8"
contig_479	cds	385422	385604	+	LLPFDG_14060		DUF2292 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HGP2"
contig_479	cds	385781	386779	+	LLPFDG_14065		Sulfate transporter subunit	"SO:0001217, UniRef:UniRef50_A0A2V8T3Y3"
contig_479	cds	386941	387759	+	LLPFDG_14070	cysT	Sulfate transport system permease protein CysT	"SO:0001217, UniRef:UniRef50_A0A178LET9"
contig_479	cds	387770	388639	+	LLPFDG_14075	cysW	Sulfate ABC transporter inner membrane subunit CysW	"SO:0001217, UniRef:UniRef50_W7E4R9"
contig_479	cds	388643	389632	+	LLPFDG_14080	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	"SO:0001217, UniRef:UniRef50_A0A024HFK8"
contig_479	cds	389646	390344	-	LLPFDG_14085		HTH arsR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M3EL64"
contig_479	cds	390438	391190	+	LLPFDG_14090		putative membrane transporter protein	"SO:0001217, UniRef:UniRef50_A2WFE1"
contig_479	cds	391362	392120	+	LLPFDG_14095		Zn-dependent protease with chaperone function	"SO:0001217, UniRef:UniRef50_A0A0A7S2I5"
contig_479	cds	392160	392675	-	LLPFDG_14100		DUF962 domain-containing protein	"SO:0001217, UniRef:UniRef50_A6VV83"
contig_479	cds	392751	393437	+	LLPFDG_14105		Crp/Fnr family transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A024HQS6"
contig_479	cds	393546	394316	+	LLPFDG_14110	pilJ	PilJ domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A6A9JUN5"
contig_479	cds	394479	395693	+	LLPFDG_14115		MFS domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0C5EGE5"
contig_479	cds	395743	396675	+	LLPFDG_14120	lysR	LysR family transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A0C6EPQ3"
contig_479	cds	396672	396956	-	LLPFDG_14125		ABM domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1C7BUL2"
contig_479	cds	396990	397397	-	LLPFDG_14130		Cupin-2 domain-containing protein	"SO:0001217, UniRef:UniRef50_A6UY58"
contig_479	cds	397409	397846	-	LLPFDG_14135		Carboxymuconolactone decarboxylase family protein	"SO:0001217, UniRef:UniRef50_A0A2U2XNT2"
contig_479	cds	397973	399394	+	LLPFDG_14140		Putative 8-amino-7-oxononanoate synthase	"SO:0001217, UniRef:UniRef50_A0A0N0XLM6"
contig_479	cds	399565	400764	-	LLPFDG_14145		Response regulator	"SO:0001217, UniRef:UniRef50_A0A024HAR3"
