Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
heme chaperone hemw	Heme chaperone HemW	contig_1	cds	437245	438399	-	OIFKLK_00408	hemW	SO:0001217, UniRef:UniRef50_A0A8H2PS31
heme d1 biosynthesis protein nirf	heme d1 biosynthesis protein NirF	contig_1	cds	584569	585747	-	OIFKLK_00539	nirF	BlastRules:WP_003113241, SO:0001217, UniRef:UniRef50_A0A1J5S0X8
heme exporter protein b	Heme exporter protein B	contig_1	cds	4258376	4259047	-	OIFKLK_03996		SO:0001217, UniRef:UniRef50_A0A2Z5AAT8
heme exporter protein c	Heme exporter protein C	contig_1	cds	4257495	4258250	-	OIFKLK_03995		SO:0001217, UniRef:UniRef50_A0AA35DYY5
heme exporter protein d	Heme exporter protein D	contig_1	cds	4257322	4257498	-	OIFKLK_03994		SO:0001217, UniRef:UniRef50_A0A127MPR3
heme lyase nrfefg subunit nrfe	Heme lyase NrfEFG subunit NrfE	contig_1	cds	4254863	4256836	-	OIFKLK_03992	nrfE	SO:0001217, UniRef:UniRef50_A0A2A4XDP3
heme oxygenase	Heme oxygenase	contig_1	cds	840230	840817	-	OIFKLK_00813		SO:0001217, UniRef:UniRef50_A6UZX7
heme r	heme receptor HxuC	contig_1	cds	4198745	4201300	-	OIFKLK_03941	hxuC	BlastRules:WP_003112363, SO:0001217, UniRef:UniRef50_A0A3M4AL71
heme uptake r	heme uptake receptor HasR	contig_1	cds	1643701	1646376	+	OIFKLK_01576	hasR	BlastRules:WP_004345215, SO:0001217, UniRef:UniRef50_Q9HYJ7
heme-binding protein	Heme-binding protein	contig_1	cds	4170823	4171239	-	OIFKLK_03913		SO:0001217, UniRef:UniRef50_Q9I415
heme/hemoglobin uptake r	heme/hemoglobin uptake receptor PhuR	contig_1	cds	5842134	5844428	+	OIFKLK_05514	phuR	BlastRules:WP_003113453, SO:0001217, UniRef:UniRef50_Q9HV88
hemerythrin domain-containing protein	Hemerythrin domain-containing protein	contig_1	cds	3338480	3338950	-	OIFKLK_03142		SO:0001217, UniRef:UniRef50_A0AA44C7Y8
hemin degrading factor	putative hemin degrading factor	contig_1	cds	5840889	5841953	-	OIFKLK_05513		SO:0001217, UniRef:UniRef50_Q9HV89
hemin import atp-binding protein hmuv	Hemin import ATP-binding protein HmuV	contig_1	cds	5838185	5838952	-	OIFKLK_05510	hmuV	SO:0001217, UniRef:UniRef50_O68877
hemolysin	Hemolysin	contig_1	cds	147068	147478	+	OIFKLK_00130		SO:0001217, UniRef:UniRef50_Q9I710
hemolysin iii	Hemolysin III	contig_1	cds	5975603	5976220	+	OIFKLK_05647		SO:0001217, UniRef:UniRef50_Q9HUX7
hemolytic phospholipase c pr	hemolytic phospholipase C precursor	contig_1	cds	4837620	4839812	+	OIFKLK_04555	plcH	SO:0001217, UniRef:UniRef50_P06200, VFDB:VFC0235, VFDB:VFG000157
hemy-like protein	HemY-like protein	contig_1	cds	6485277	6486515	-	OIFKLK_06099		SO:0001217, UniRef:UniRef50_A0A0C4WK57
heparan-alpha-glucosaminide n-acetyltransferase catalytic domain-containing protein	Heparan-alpha-glucosaminide N-acetyltransferase catalytic domain-containing protein	contig_1	cds	5981488	5982642	+	OIFKLK_05652		SO:0001217, UniRef:UniRef50_A0A0Q5MZC0
heptosyltransferase i	heptosyltransferase I	contig_1	cds	6184423	6185460	-	OIFKLK_05832	waaF	SO:0001217, UniRef:UniRef50_G3XD35, VFDB:VFC0258, VFDB:VFG000143
high frequency lysogenization hfld-like protein	High frequency lysogenization HflD-like protein	contig_1	cds	2484634	2485254	-	OIFKLK_02408		SO:0001217, UniRef:UniRef50_Q9I0L1
high-affinity branched-chain amino acid abc transporter atp-binding protein livg	High-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	contig_1	cds	4608590	4609357	+	OIFKLK_04325	livG	SO:0001217, UniRef:UniRef50_A0A558HEJ3
high-affinity branched-chain amino acid abc transporter permease livm	High-affinity branched-chain amino acid ABC transporter permease LivM	contig_1	cds	6060791	6062068	-	OIFKLK_05727	livM	SO:0001217, UniRef:UniRef50_A0A0Q9YUC3
high-affinity branched-chain amino acid transport atp-binding protein	High-affinity branched-chain amino acid transport ATP-binding protein	contig_1	cds	6059209	6059925	-	OIFKLK_05725		SO:0001217, UniRef:UniRef50_A0A5E6PAN2
high-affinity branched-chain amino acid transport atp-binding protein brag	High-affinity branched-chain amino acid transport ATP-binding protein BraG	contig_1	cds	4609360	4610061	+	OIFKLK_04326	braG	SO:0001217, UniRef:UniRef50_P21630
high-affinity branched-chain amino acid transport atp-binding protein livg	High-affinity branched-chain amino acid transport ATP-binding protein LivG	contig_1	cds	6059922	6060794	-	OIFKLK_05726	livG	SO:0001217, UniRef:UniRef50_A0A0U5KXE2
high-affinity branched-chain amino acid transport system permease livhm n-terminal domain-containing protein	High-affinity branched-chain amino acid transport system permease LivHM N-terminal domain-containing protein	contig_1	cds	4607340	4608593	+	OIFKLK_04324		SO:0001217, UniRef:UniRef50_A0A5E6WZX2
high-affinity branched-chain amino acid transport system permease protein livh	High-affinity branched-chain amino acid transport system permease protein LivH	contig_1	cds	4606420	4607343	+	OIFKLK_04323	livH	SO:0001217, UniRef:UniRef50_P0AEX7
high-affinity choline transport protein	High-affinity choline transport protein	contig_1	cds	6522107	6524092	+	OIFKLK_06133		SO:0001217, UniRef:UniRef50_Q2KZN8
high-affinity zinc uptake system membrane protein znub	High-affinity zinc uptake system membrane protein ZnuB	contig_1	cds	6760551	6761339	+	OIFKLK_06351	znuB	SO:0001217, UniRef:UniRef50_P39832
high-affinity zinc uptake system protein znua	High-affinity zinc uptake system protein ZnuA	contig_1	cds	2972824;6758253	2973777;6759176	-	OIFKLK_02841;OIFKLK_06348	znuA	SO:0001217, UniRef:UniRef50_A0A125QIM8;SO:0001217, UniRef:UniRef50_A0A380MVJ5
high-copy suppressor of rspa	High-copy suppressor of rspA	contig_1	cds	4396110	4397552	+	OIFKLK_04124	rspA	SO:0001217, UniRef:UniRef50_A0A240AQZ1
high-copy suppressor of rspaputative transporterarabinose efflux permeasedrug resistance mfs transporter drugh antiporter-2 14 spanner dha2 familymajor facilitator superfamily	High-copy suppressor of rspA,putative transporter,Arabinose efflux permease,drug resistance MFS transporter, drug:H antiporter-2 (14 Spanner) (DHA2) family,Major Facilitator Superfamily	contig_1	cds	4188153	4189511	-	OIFKLK_03930		SO:0001217, UniRef:UniRef50_A0AAJ5NDE3
histidine abc transporter	Histidine ABC transporter	contig_1	cds	2179468;4782682	2180235;4783446	-	OIFKLK_02084;OIFKLK_04505		SO:0001217, UniRef:UniRef50_A0A4P0YBI0
histidine ammonia-lyase	Histidine ammonia-lyase	contig_1	cds	6286823;6292607	6288355;6294136	-	OIFKLK_05914;OIFKLK_05919		SO:0001217, UniRef:UniRef50_A0A1G7WPY4;SO:0001217, UniRef:UniRef50_Q8XW29
histidine kinase	Histidine kinase;histidine kinase	contig_1	cds	1011899;1273434;1589262;1805318;1871528;2052607;2225575;2368839;2414857;2739224;2754158;2862525;3542812;3559620;3973051;4162436;4419985;4507780;4982068;532011;5326753;5343882;5444866;6120335;6146512;6695016;6771511;844721;921279	1015537;1273784;1592018;1808797;1872865;2054832;2226876;2375135;2416197;2742109;2755534;2863847;3544506;3562226;3975006;4164337;4422561;4509396;4983450;5328033;533435;5345978;5446134;6121861;6148764;6697871;6773277;848974;923579	+;-	OIFKLK_00486;OIFKLK_00817;OIFKLK_00889;OIFKLK_00979;OIFKLK_01216;OIFKLK_01522;OIFKLK_01725;OIFKLK_01795;OIFKLK_01959;OIFKLK_02128;OIFKLK_02304;OIFKLK_02344;OIFKLK_02662;OIFKLK_02675;OIFKLK_02772;OIFKLK_03320;OIFKLK_03337;OIFKLK_03723;OIFKLK_03906;OIFKLK_04145;OIFKLK_04227;OIFKLK_04683;OIFKLK_05014;OIFKLK_05033;OIFKLK_05132;OIFKLK_05779;OIFKLK_05800;OIFKLK_06292;OIFKLK_06362		SO:0001217, UniRef:UniRef50_A0A0C7CZ06;SO:0001217, UniRef:UniRef50_A0A0X1T3R0;SO:0001217, UniRef:UniRef50_A0A101DAF0;SO:0001217, UniRef:UniRef50_A0A1H5LHL3;SO:0001217, UniRef:UniRef50_A0A1H6WKX4;SO:0001217, UniRef:UniRef50_A0A1Q9QYZ6;SO:0001217, UniRef:UniRef50_A0A1S1GMG5;SO:0001217, UniRef:UniRef50_A0A391NK23;SO:0001217, UniRef:UniRef50_A0A3M4W274;SO:0001217, UniRef:UniRef50_A0A448BJM2;SO:0001217, UniRef:UniRef50_A0A448BK46;SO:0001217, UniRef:UniRef50_A0A4P7PL50;SO:0001217, UniRef:UniRef50_A0A5E5R0I8;SO:0001217, UniRef:UniRef50_A0A5E6QCJ2;SO:0001217, UniRef:UniRef50_A0A5E6VWH4;SO:0001217, UniRef:UniRef50_A0A5E7FTG8;SO:0001217, UniRef:UniRef50_A0A5E7J7V3;SO:0001217, UniRef:UniRef50_A0A5E7VPP2;SO:0001217, UniRef:UniRef50_A0A7Y1LXG3;SO:0001217, UniRef:UniRef50_A0A8S0H501;SO:0001217, UniRef:UniRef50_A0A972C4L3;SO:0001217, UniRef:UniRef50_A0A9P1RDN2;SO:0001217, UniRef:UniRef50_A6V4M2;SO:0001217, UniRef:UniRef50_Q9HUK4;SO:0001217, UniRef:UniRef50_Q9HVS7;SO:0001217, UniRef:UniRef50_Q9HYX0;SO:0001217, UniRef:UniRef50_Q9HZ34;SO:0001217, UniRef:UniRef50_Q9HZG4;SO:0001217, UniRef:UniRef50_Q9I2B7
histidine utilization repressor	Histidine utilization repressor	contig_1	cds	6301309	6302061	-	OIFKLK_05926		SO:0001217, UniRef:UniRef50_A0A068QUM4
histidine--trna ligase	Histidine--tRNA ligase	contig_1	cds	1171742	1173031	+	OIFKLK_01127		SO:0001217, UniRef:UniRef50_Q6D277
histidine-sp	Histidine-specific outer membrane porin D	contig_1	cds	189711	191045	+	OIFKLK_00170		SO:0001217, UniRef:UniRef50_Q88PP9
histidine/lysine/arginine/ornithine transport system permease protein hism	Histidine/lysine/arginine/ornithine transport system permease protein HisM	contig_1	cds	2180256;4784591	2180969;4785289	-	OIFKLK_02085;OIFKLK_04507	hisM	SO:0001217, UniRef:UniRef50_G3XCZ5;SO:0001217, UniRef:UniRef50_P0A2I7
histidinol dehydrogenase	Histidinol dehydrogenase	contig_1	cds	5397989	5399311	-	OIFKLK_05084		SO:0001217, UniRef:UniRef50_B5JSM8
histidinol-phosphatase	Histidinol-phosphatase	contig_1	cds	386917;4904225	387570;4905091	-	OIFKLK_00356;OIFKLK_04609		SO:0001217, UniRef:UniRef50_B3G233;SO:0001217, UniRef:UniRef50_Q9I6F6
histidinol-phosphate aminotransferase	Histidinol-phosphate aminotransferase	contig_1	cds	1914682;5396931;6514222	1915827;5397986;6515598	+;-	OIFKLK_01838;OIFKLK_05083;OIFKLK_06125		SO:0001217, UniRef:UniRef50_A0A4R1F5T4;SO:0001217, UniRef:UniRef50_A0A5E6Y329;SO:0001217, UniRef:UniRef50_A0A5J4E7J7
histone acetyltransferase	Histone acetyltransferase	contig_1	cds	6680862	6681311	+	OIFKLK_06280		SO:0001217, UniRef:UniRef50_A0A157RF37
histone acetyltransferase hpa2	Histone acetyltransferase HPA2	contig_1	cds	2480021	2480641	-	OIFKLK_02403		SO:0001217, UniRef:UniRef50_A0A024HJW9
histone deacetylase-like amidohydrolase	Histone deacetylase-like amidohydrolase	contig_1	cds	1200702	1201844	-	OIFKLK_01156		SO:0001217, UniRef:UniRef50_Q9HXM1
hit domain-containing protein	HIT domain-containing protein	contig_1	cds	4712600;702197	4713028;702535	-	OIFKLK_00665;OIFKLK_04432		SO:0001217, UniRef:UniRef50_K1KIP4;SO:0001217, UniRef:UniRef50_Q88NK0
hit family protein	HIT family protein	contig_1	cds	3651162;4194924	3651698;4195385	+;-	OIFKLK_03412;OIFKLK_03937		SO:0001217, UniRef:UniRef50_A0AAQ3QZD9;SO:0001217, UniRef:UniRef50_Q9I2J8
hit-like protein involved in cell-cycle regulation	Hit-like protein involved in cell-cycle regulation	contig_1	cds	1779503	1779940	+	OIFKLK_01699		SO:0001217, UniRef:UniRef50_D4Z6B6
hk97 gp10 family phage protein	HK97 gp10 family phage protein	contig_1	cds	2544998	2545402	+	OIFKLK_02482		SO:0001217, UniRef:UniRef50_A0A367MDE5
hlyc/corc family transporter	HlyC/CorC family transporter	contig_1	cds	6595945	6597285	+	OIFKLK_06204		SO:0001217, UniRef:UniRef50_Q8PAJ0
hlyd family s	HlyD family secretion protein	contig_1	cds	4432601	4433509	-	OIFKLK_04154	hlyD	SO:0001217, UniRef:UniRef50_A0A6D1SDF4
hma domain-containing protein	HMA domain-containing protein	contig_1	cds	1549307	1549501	+	OIFKLK_01484		SO:0001217, UniRef:UniRef50_A0A2J7VDN6
hnh domain-containing protein	HNH domain-containing protein	contig_1	cds	4911379	4912074	-	OIFKLK_04619		SO:0001217, UniRef:UniRef50_A0A5E7U1L1
hnh endonuclease	HNH endonuclease	contig_1	cds	3608094;5779869	3609416;5780636	+	OIFKLK_03379;OIFKLK_05450		SO:0001217, UniRef:UniRef50_A0A3N4AA27;SO:0001217, UniRef:UniRef50_A0A4R6U127
hnh nuclease domain-containing protein	HNH nuclease domain-containing protein	contig_1	cds	5508587	5509294	+	OIFKLK_05189		SO:0001217, UniRef:UniRef50_A0A423G4N4
holin	Holin	contig_1	cds	2535743;2536125;809239	2536132;2536409;809535	+	OIFKLK_00781;OIFKLK_02468;OIFKLK_02469		SO:0001217, UniRef:UniRef50_A0A024HC29;SO:0001217, UniRef:UniRef50_H2BD73;SO:0001217, UniRef:UniRef50_J7I417
holliday junction branch migration complex subunit ruva	Holliday junction branch migration complex subunit RuvA	contig_1	cds	4706783	4707388	-	OIFKLK_04425	ruvA	SO:0001217, UniRef:UniRef50_Q51425
holliday junction branch migration complex subunit ruvb	Holliday junction branch migration complex subunit RuvB	contig_1	cds	4705714	4706772	-	OIFKLK_04424	ruvB	SO:0001217, UniRef:UniRef50_C5B5Q7
holliday junction resolvase	Holliday junction resolvase	contig_1	cds	2534287	2534730	+	OIFKLK_02466		SO:0001217, UniRef:UniRef50_A0A6I6W6B2
holliday junction resolvasome helicase subunit	Holliday junction resolvasome, helicase subunit	contig_1	cds	6719024	6719317	+	OIFKLK_06312		SO:0001217, UniRef:UniRef50_L0GRP2
homeodomain-like domain-containing protein	Homeodomain-like domain-containing protein	contig_1	cds	4863450	4864046	+	OIFKLK_04581		SO:0001217, UniRef:UniRef50_A0A172WND5
homogentisate 12-dioxygenase	Homogentisate 1,2-dioxygenase	contig_1	cds	2855968;3524798	2856342;3526096	+;-	OIFKLK_02762;OIFKLK_03304		SO:0001217, UniRef:UniRef50_A0A2N7R5W6;SO:0001217, UniRef:UniRef50_G8NRV1
homoserine dehydrogenase	Homoserine dehydrogenase	contig_1	cds	1251411	1252715	+	OIFKLK_01201		SO:0001217, UniRef:UniRef50_Q5F8J4
homoserine kinase	Homoserine kinase	contig_1	cds	6753885	6754835	+	OIFKLK_06345		SO:0001217, UniRef:UniRef50_P29364
homoserine o-acetyltransferase	Homoserine O-acetyltransferase	contig_1	cds	440289	441428	-	OIFKLK_00412		SO:0001217, UniRef:UniRef50_F3BYN2
homoserine/homoserine lactone efflux protein	Homoserine/homoserine lactone efflux protein	contig_1	cds	6477317	6477946	-	OIFKLK_06090		SO:0001217, UniRef:UniRef50_A0A6N7CKZ0
hopj type iii eff	HopJ type III effector protein	contig_1	cds	1615274	1615612	-	OIFKLK_01544	hopJ	SO:0001217, UniRef:UniRef50_C3K1W8
hpt domain-containing protein	HPt domain-containing protein	contig_1	cds	42198	42563	-	OIFKLK_00038		SO:0001217, UniRef:UniRef50_Q9I797
hsp20/alpha crystallin family protein	Hsp20/alpha crystallin family protein	contig_1	cds	5078995	5079564	+	OIFKLK_04781		SO:0001217, UniRef:UniRef50_A0A167CA73
hsp90xo protein	Hsp90xo protein	contig_1	cds	4612469	4614310	-	OIFKLK_04328		SO:0001217, UniRef:UniRef50_Q8PBF4
hth arac/xyls-type domain-containing protein	HTH araC/xylS-type domain-containing protein	contig_1	cds	1035324;1213197;1809717;1863818;1985988;2068914;2187844;2396116;2768892;2830057;2856423;285914;3080910;3088474;3418141;355697;3717884;3986686;4433853;4481056;5226256;5384499;6561711;862921;891497	1036112;1214153;1810571;1864813;1987025;2069945;2188680;2397135;2769977;2831058;2857238;286780;3081815;3089379;3419175;356749;3718888;3987468;4434659;4482057;5227059;5385497;6562781;863880;892447	+;-	OIFKLK_00258;OIFKLK_00322;OIFKLK_00831;OIFKLK_00855;OIFKLK_00998;OIFKLK_01165;OIFKLK_01727;OIFKLK_01786;OIFKLK_01909;OIFKLK_01977;OIFKLK_02093;OIFKLK_02327;OIFKLK_02691;OIFKLK_02739;OIFKLK_02763;OIFKLK_02909;OIFKLK_02914;OIFKLK_03215;OIFKLK_03470;OIFKLK_03735;OIFKLK_04156;OIFKLK_04203;OIFKLK_04920;OIFKLK_05072;OIFKLK_06166		SO:0001217, UniRef:UniRef50_A0A024HK06;SO:0001217, UniRef:UniRef50_A0A024HN60;SO:0001217, UniRef:UniRef50_A0A0C5DR97;SO:0001217, UniRef:UniRef50_A0A0C5DWF8;SO:0001217, UniRef:UniRef50_A0A0C5E699;SO:0001217, UniRef:UniRef50_A0A0C5E9G9;SO:0001217, UniRef:UniRef50_A0A0C5EA13;SO:0001217, UniRef:UniRef50_A0A0C5ET26;SO:0001217, UniRef:UniRef50_A0A0H2ZEV1;SO:0001217, UniRef:UniRef50_A0A1Q9RAQ5;SO:0001217, UniRef:UniRef50_A0A3M3DTD4;SO:0001217, UniRef:UniRef50_A0A3M3EHK6;SO:0001217, UniRef:UniRef50_A0A3M3EW45;SO:0001217, UniRef:UniRef50_A0A3M5D641;SO:0001217, UniRef:UniRef50_A0A3M5E6E5;SO:0001217, UniRef:UniRef50_A0A5E7LKQ2;SO:0001217, UniRef:UniRef50_A0A7U7I7M3;SO:0001217, UniRef:UniRef50_A0A7U7IC25;SO:0001217, UniRef:UniRef50_D8MQK6;SO:0001217, UniRef:UniRef50_N2ILK9;SO:0001217, UniRef:UniRef50_N2J281;SO:0001217, UniRef:UniRef50_N2J3N9;SO:0001217, UniRef:UniRef50_S6ASZ8;SO:0001217, UniRef:UniRef50_U1ZE57;SO:0001217, UniRef:UniRef50_U2B3J4
hth arsr-type domain-containing protein	HTH arsR-type domain-containing protein	contig_1	cds	322126	322824	+	OIFKLK_00294		SO:0001217, UniRef:UniRef50_A0A3M3EL64
hth asnc-type domain-containing protein	HTH asnC-type domain-containing protein	contig_1	cds	2747342;5462693;5924678	2747779;5463166;5925145	+;-	OIFKLK_02669;OIFKLK_05146;OIFKLK_05594		SO:0001217, UniRef:UniRef50_A0A2G8RI19;SO:0001217, UniRef:UniRef50_A0A376AJQ5;SO:0001217, UniRef:UniRef50_N2J3G5
hth cro/c1-type domain-containing protein	HTH cro/C1-type domain-containing protein	contig_1	cds	1820744;2039860;2040374;2322257;2326566;259919;3110495;3181899;4651516;4909258;602648;6154406;6649837;679992;68284;885224	1821055;2040336;2040850;2322475;2326910;260458;3111127;3182717;4651884;4909887;603202;6155005;6650043;680762;68667;885430	+;-	OIFKLK_00056;OIFKLK_00234;OIFKLK_00560;OIFKLK_00636;OIFKLK_00848;OIFKLK_01740;OIFKLK_01947;OIFKLK_01948;OIFKLK_02233;OIFKLK_02238;OIFKLK_02934;OIFKLK_02996;OIFKLK_04369;OIFKLK_04616;OIFKLK_05806;OIFKLK_06250		SO:0001217, UniRef:UniRef50_A0A024HLU8;SO:0001217, UniRef:UniRef50_A0A0C5E3Y7;SO:0001217, UniRef:UniRef50_A0A1Y3NT84;SO:0001217, UniRef:UniRef50_A0A2P2E8L4;SO:0001217, UniRef:UniRef50_A0A2R4KQR0;SO:0001217, UniRef:UniRef50_A0A3M4AJW2;SO:0001217, UniRef:UniRef50_A0A3M5E9P5;SO:0001217, UniRef:UniRef50_A0A564L5Z2;SO:0001217, UniRef:UniRef50_A0A5E6YXY2;SO:0001217, UniRef:UniRef50_A0A5E7GNC7;SO:0001217, UniRef:UniRef50_B3G239;SO:0001217, UniRef:UniRef50_Q9HZF2;SO:0001217, UniRef:UniRef50_Q9I063;SO:0001217, UniRef:UniRef50_U2Z8G2
hth deor-type domain-containing protein	HTH deoR-type domain-containing protein	contig_1	cds	4265169	4266140	-	OIFKLK_04005		SO:0001217, UniRef:UniRef50_Q9I3P5
hth gntr-type domain-containing protein	HTH gntR-type domain-containing protein	contig_1	cds	1232807;145367;146154;1832553;2302334;2311155;3957632;4109718;4208873;4530482;4932686;6056311;6590877;6786448	1233550;146053;146888;1833269;2303053;2311811;3958279;4110377;4209652;4531198;4933408;6057024;6591632;6787128	+;-	OIFKLK_00128;OIFKLK_00129;OIFKLK_01179;OIFKLK_01752;OIFKLK_02212;OIFKLK_02222;OIFKLK_03707;OIFKLK_03857;OIFKLK_03951;OIFKLK_04245;OIFKLK_04641;OIFKLK_05722;OIFKLK_06198;OIFKLK_06376		SO:0001217, UniRef:UniRef50_A0A0C5DZS7;SO:0001217, UniRef:UniRef50_A0A0C5E646;SO:0001217, UniRef:UniRef50_A0A0C5E9E8;SO:0001217, UniRef:UniRef50_A0A3M3DZG6;SO:0001217, UniRef:UniRef50_A0A3M3EG75;SO:0001217, UniRef:UniRef50_A0A3M3EP23;SO:0001217, UniRef:UniRef50_A0A3M3EPG5;SO:0001217, UniRef:UniRef50_A0A3M5E0S4;SO:0001217, UniRef:UniRef50_A0AAP7ZQH2;SO:0001217, UniRef:UniRef50_N2J3D7;SO:0001217, UniRef:UniRef50_N2J7I5;SO:0001217, UniRef:UniRef50_O68331;SO:0001217, UniRef:UniRef50_Q9I711
hth iclr-type domain-containing protein	HTH iclR-type domain-containing protein	contig_1	cds	271594;3523834;3954068;806207	272373;3524637;3954934;806521	+;-	OIFKLK_00246;OIFKLK_00776;OIFKLK_03303;OIFKLK_03704		SO:0001217, UniRef:UniRef50_A0A0C5DZE2;SO:0001217, UniRef:UniRef50_A0A0C5EFQ8;SO:0001217, UniRef:UniRef50_A0A1H5D6U5;SO:0001217, UniRef:UniRef50_N8Y8G2
hth luxr-type domain-containing protein	HTH luxR-type domain-containing protein	contig_1	cds	1204075;1347352;1448273;4251380;4536289;5943205;886741	1205052;1347735;1449058;4252186;4537077;5944023;887409	+;-	OIFKLK_00851;OIFKLK_01159;OIFKLK_01292;OIFKLK_01402;OIFKLK_03987;OIFKLK_04251;OIFKLK_05618		SO:0001217, UniRef:UniRef50_A0A0C5DY71;SO:0001217, UniRef:UniRef50_A0A0C5ELI4;SO:0001217, UniRef:UniRef50_A0A3M5DYE4;SO:0001217, UniRef:UniRef50_A0A5E7EVE7;SO:0001217, UniRef:UniRef50_A0A5E7WJ58;SO:0001217, UniRef:UniRef50_N2INB0;SO:0001217, UniRef:UniRef50_U1ZIU0
