# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	3708033	3708860	-	OIFKLK_03459	563.0	8.1e-205	1.007	1.0	0.986	UniRef:UniRef50_Q9I2N5
contig_1	cds	3708946	3709833	+	OIFKLK_03460	406.0	1.9e-141	0.997	0.910	0.735	UniRef:UniRef50_A0A3M3DSA1
contig_1	cds	3709842	3710669	+	OIFKLK_03461	313.0	1.5e-105	0.931	0.859	0.563	UniRef:UniRef50_A0A3G7TS96
contig_1	cds	3710666	3710773	+	OIFKLK_03462	-	-	-	-	-	-
contig_1	cds	3710785	3711708	+	OIFKLK_03463	353.0	1.9e-119	1.020	0.801	0.658	UniRef:UniRef50_A0A267A4Z4
contig_1	cds	3712055	3713497	+	OIFKLK_03464	717.0	4.5e-258	0.969	0.903	0.699	UniRef:UniRef50_A0KKL7
contig_1	cds	3713500	3713721	+	OIFKLK_03465	115.0	6.9e-34	1.055	1.0	0.844	UniRef:UniRef50_Q9I2P0
contig_1	cds	3713813	3714970	+	OIFKLK_03466	741.0	6.9e-271	0.990	0.936	1.0	UniRef:UniRef50_A0A023WPJ0
contig_1	cds	3714958	3715821	-	OIFKLK_03467	422.0	1.1e-147	1.0	0.842	0.679	UniRef:UniRef50_A0A1Q9QZZ6
contig_1	cds	3716106	3716381	+	OIFKLK_03468	111.0	1.3e-31	0.978	0.890	0.596	UniRef:UniRef50_A0A2G5FPD7
contig_1	cds	3716430	3717635	-	OIFKLK_03469	786.0	1.5e-287	1.0	0.870	1.0	UniRef:UniRef50_Q9I2P4
contig_1	cds	3717884	3718888	+	OIFKLK_03470	445.0	1.9e-155	0.991	0.895	0.686	UniRef:UniRef50_N2J281
contig_1	cds	3718911	3719153	+	OIFKLK_03471	105.0	1.5e-29	0.988	0.814	0.633	UniRef:UniRef50_A0A0T2YL98
contig_1	cds	3719158	3720327	+	OIFKLK_03472	720.0	1.0e-261	1.0	0.826	0.985	UniRef:UniRef50_A0A024HIH5
contig_1	cds	3720386	3720970	-	OIFKLK_03473	341.0	9.6e-119	1.0	0.812	0.845	UniRef:UniRef50_Q9I2P8
contig_1	cds	3721093	3723381	-	OIFKLK_03474	974.0	0.0	0.979	0.932	0.633	UniRef:UniRef50_Q88KB4
contig_1	cds	3723743	3724261	+	OIFKLK_03475	350.0	2.3e-123	1.0	0.896	0.994	UniRef:UniRef50_Q9I2Q0
contig_1	cds	3724303	3724767	+	OIFKLK_03476	316.0	1.8e-110	1.0	0.819	1.0	UniRef:UniRef50_Q9I2Q1
contig_1	cds	3725042	3728746	+	OIFKLK_03477	2223.0	0.0	1.004	0.999	0.905	UniRef:UniRef50_S6AL06
contig_1	cds	3728761	3729123	+	OIFKLK_03478	139.0	1.4e-41	0.975	0.848	0.581	UniRef:UniRef50_Q9I2Q3
contig_1	cds	3729175	3729660	-	OIFKLK_03479	317.0	5.3e-111	0.994	0.970	0.994	UniRef:UniRef50_Q9I2Q4
contig_1	cds	3729686	3729988	-	OIFKLK_03480	163.0	4.9e-52	0.980	0.891	0.776	UniRef:UniRef50_A0A077LMA0
contig_1	cds	3730086	3731126	+	OIFKLK_03481	394.0	2.0e-134	1.150	0.966	0.560	UniRef:UniRef50_Q5P119
contig_1	cds	3731191	3731418	+	OIFKLK_03482	98.2	6.5e-27	0.947	0.855	0.704	UniRef:UniRef50_A0A024HIU3
contig_1	cds	3731443	3731559	-	OIFKLK_03483	52.4	6.7e-10	1.026	1.0	0.744	UniRef:UniRef50_A0A024HK40
contig_1	cds	3731829	3733487	+	OIFKLK_03484	687.0	7.1e-244	1.111	1.008	0.584	UniRef:UniRef50_A0A378Q4S3
contig_1	cds	3733471	3733968	+	OIFKLK_03485	339.0	1.6e-119	1.0	0.912	1.0	UniRef:UniRef50_Q9I2Q8
contig_1	cds	3734033	3734614	-	OIFKLK_03486	282.0	4.9e-96	0.995	0.955	0.729	UniRef:UniRef50_S6ATF1
contig_1	cds	3734737	3735174	+	OIFKLK_03487	154.0	4.1e-47	0.972	0.892	0.574	UniRef:UniRef50_Q63M60
contig_1	cds	3735269	3736144	+	OIFKLK_03488	396.0	8.5e-138	0.959	0.906	0.642	UniRef:UniRef50_A0A6I6SG45
contig_1	cds	3736131	3737123	-	OIFKLK_03489	397.0	7.5e-137	0.970	0.920	0.641	UniRef:UniRef50_K0NNX4
contig_1	cds	3737182	3738207	-	OIFKLK_03490	516.0	2.8e-183	0.997	0.870	0.791	UniRef:UniRef50_A0A1I3NFB2
contig_1	cds	3738441	3739151	+	OIFKLK_03491	323.0	4.7e-111	1.004	1.0	0.662	UniRef:UniRef50_A0A0D0RGT9
contig_1	cds	3739212	3739526	+	OIFKLK_03492	156.0	5.1e-49	0.990	0.824	0.748	UniRef:UniRef50_Q9I2R5
contig_1	cds	3739784	3740854	+	OIFKLK_03493	578.0	1.8e-207	1.0	0.901	0.764	UniRef:UniRef50_A0A1V4XFH9
contig_1	cds	3740879	3741646	+	OIFKLK_03494	266.0	3.5e-88	0.973	0.984	0.548	UniRef:UniRef50_A0A1W1H7J3
contig_1	cds	3741807	3742568	-	OIFKLK_03495	266.0	1.9e-87	0.972	0.863	0.618	UniRef:UniRef50_S4YLE6
contig_1	cds	3742700	3743605	+	OIFKLK_03496	311.0	5.0e-104	0.950	0.920	0.601	UniRef:UniRef50_S4YFW2
contig_1	cds	3743602	3744246	-	OIFKLK_03497	397.0	9.5e-141	0.963	0.928	0.981	UniRef:UniRef50_Q9I2S0
contig_1	cds	3744347	3745126	+	OIFKLK_03498	251.0	1.0e-81	0.965	0.906	0.524	UniRef:UniRef50_A0A7U7ETN1
contig_1	cds	3745094	3745930	-	OIFKLK_03499	377.0	7.2e-131	1.004	0.969	0.652	UniRef:UniRef50_O86062
contig_1	cds	3745930	3747618	-	OIFKLK_03500	1048.0	0.0	1.020	1.0	0.976	UniRef:UniRef50_Q9I2S3
contig_1	cds	3747658	3748470	-	OIFKLK_03501	458.0	3.2e-162	1.0	0.804	0.826	UniRef:UniRef50_A0A2W5W360
contig_1	cds	3748694	3750196	+	OIFKLK_03502	543.0	2.6e-188	0.988	0.871	0.595	UniRef:UniRef50_Q9I2S5
contig_1	cds	3750180	3751535	-	OIFKLK_03503	687.0	6.8e-248	0.978	0.961	0.771	UniRef:UniRef50_A0A024HER0
contig_1	cds	3751559	3753814	-	OIFKLK_03504	907.0	0.0	1.037	1.0	0.587	UniRef:UniRef50_A0A4R6WSP4
contig_1	cds	3754008	3754397	+	OIFKLK_03505	136.0	1.3e-40	0.984	0.984	0.528	UniRef:UniRef50_Q9I2S8
contig_1	cds	3754425	3755165	-	OIFKLK_03506	359.0	2.3e-124	0.984	0.861	0.731	UniRef:UniRef50_A0A5E6WJN3
contig_1	cds	3755230	3755676	-	OIFKLK_03507	183.0	3.5e-58	0.932	0.826	0.594	UniRef:UniRef50_A0A961KNU0
contig_1	cds	3755679	3756440	-	OIFKLK_03508	341.0	1.8e-117	0.976	0.925	0.660	UniRef:UniRef50_A0A8H9CL42
contig_1	cds	3756542	3757318	+	OIFKLK_03509	363.0	9.2e-126	1.004	0.875	0.699	UniRef:UniRef50_Q87YS8
contig_1	cds	3757396	3759000	+	OIFKLK_03510	575.0	1.2e-200	1.034	1.009	0.560	UniRef:UniRef50_A0A9X0X3S6
contig_1	cds	3759191	3761020	+	OIFKLK_03511	-	-	-	-	-	-
contig_1	cds	3761017	3762864	+	OIFKLK_03512	893.0	0.0	1.133	0.986	0.636	UniRef:UniRef50_A0A0K1XH80
contig_1	cds	3762871	3763953	+	OIFKLK_03513	462.0	1.8e-161	1.025	0.913	0.637	UniRef:UniRef50_A9CKL3
contig_1	cds	3763958	3764977	+	OIFKLK_03514	529.0	2.7e-188	1.0	0.860	0.729	UniRef:UniRef50_P33915
contig_1	cds	3764979	3766589	+	OIFKLK_03515	622.0	2.1e-218	1.004	0.891	0.600	UniRef:UniRef50_A0A1G5QPX3
contig_1	cds	3766611	3767408	+	OIFKLK_03516	356.0	1.0e-122	0.974	0.863	0.709	UniRef:UniRef50_A0A2P5T2P5
contig_1	cds	3767507	3769372	-	OIFKLK_03517	-	-	-	-	-	-
contig_1	tRNA	3769476	3769552	-	OIFKLK_03518	91.2	-	-	-	-	-
contig_1	cds	3769604	3769876	-	OIFKLK_03519	102.0	6.2e-28	1.0	0.874	0.622	UniRef:UniRef50_A0A1H2J8J4
contig_1	cds	3770012	3772408	-	OIFKLK_03520	1026.0	0.0	0.996	0.993	0.658	UniRef:UniRef50_B0TZA7
contig_1	cds	3772540	3773820	-	OIFKLK_03521	640.0	1.3e-229	0.944	0.876	0.796	UniRef:UniRef50_Q1QVW2
contig_1	cds	3773925	3774566	-	OIFKLK_03522	236.0	1.1e-77	0.897	0.974	0.602	UniRef:UniRef50_A0A841T617
contig_1	cds	3774660	3775970	-	OIFKLK_03523	713.0	7.9e-258	0.998	0.902	0.862	UniRef:UniRef50_Q88KJ1
contig_1	cds	3776202	3776909	+	OIFKLK_03524	356.0	8.9e-124	1.0	0.897	0.770	UniRef:UniRef50_Q9I2U3
contig_1	cds	3776910	3778196	+	OIFKLK_03525	443.0	3.8e-152	0.991	0.949	0.566	UniRef:UniRef50_A0A2C9ELE2
contig_1	cds	3778301	3780151	+	OIFKLK_03526	1165.0	0.0	1.058	1.0	0.937	UniRef:UniRef50_A0A3S4NLK5
contig_1	cds	3780148	3780264	+	OIFKLK_03527	-	-	-	-	-	-
contig_1	cds	3780438	3780659	-	OIFKLK_03528	120.0	4.9e-36	1.0	0.961	0.863	UniRef:UniRef50_A6V725
contig_1	tRNA	3780848	3780923	-	OIFKLK_03529	74.5	-	-	-	-	-
contig_1	tRNA	3780990	3781074	-	OIFKLK_03530	75.5	-	-	-	-	-
contig_1	tRNA	3781129	3781204	-	OIFKLK_03531	74.5	-	-	-	-	-
contig_1	tRNA	3781256	3781332	-	OIFKLK_03532	89.3	-	-	-	-	-
contig_1	cds	3781611	3782465	+	OIFKLK_03533	406.0	1.9e-141	0.993	0.839	0.723	UniRef:UniRef50_Q83EK7
contig_1	cds	3782523	3783905	-	OIFKLK_03534	573.0	1.6e-201	1.011	0.898	0.626	UniRef:UniRef50_A0A0K0SZN4
contig_1	cds	3783915	3785585	-	OIFKLK_03535	998.0	0.0	0.980	0.860	0.857	UniRef:UniRef50_Q8X9H8
contig_1	cds	3785708	3786205	+	OIFKLK_03536	193.0	7.4e-62	0.982	0.970	0.556	UniRef:UniRef50_A0A446ATR6
contig_1	cds	3786210	3786932	+	OIFKLK_03537	493.0	7.0e-178	1.0	0.906	0.996	UniRef:UniRef50_Q9I2V0
contig_1	cds	3786950	3788395	+	OIFKLK_03538	510.0	2.0e-177	0.906	0.960	0.663	UniRef:UniRef50_A0AAE6V3J2
contig_1	cds	3788444	3789055	-	OIFKLK_03539	207.0	5.5e-66	0.956	0.847	0.552	UniRef:UniRef50_W1NBY2
contig_1	cds	3789238	3790101	+	OIFKLK_03540	382.0	1.6e-131	0.993	0.801	0.663	UniRef:UniRef50_Q9I2V3
contig_1	cds	3790157	3790624	-	OIFKLK_03541	260.0	7.9e-89	0.974	0.968	0.808	UniRef:UniRef50_A0A077LP36
contig_1	cds	3791006	3793615	+	OIFKLK_03542	1288.0	0.0	0.833	1.0	0.870	UniRef:UniRef50_A0A6I1L073
contig_1	cds	3793793	3795001	+	OIFKLK_03543	440.0	1.0e-151	0.953	0.905	0.564	UniRef:UniRef50_A0A9D6PP31
contig_1	cds	3795018	3795596	+	OIFKLK_03544	288.0	1.7e-98	0.990	0.905	0.795	UniRef:UniRef50_A0A0P9PPI6
contig_1	cds	3795826	3796521	+	OIFKLK_03545	266.0	1.0e-88	1.0	0.996	0.541	UniRef:UniRef50_A4XU47
contig_1	ncRNA-region	3796648	3796717	+	-	71.1	6.7e-11	-	-	-	RFAM:RF03032
contig_1	cds	3796875	3798086	+	OIFKLK_03546	518.0	1.1e-181	0.983	0.865	0.674	UniRef:UniRef50_A0A511BL27
contig_1	cds	3798089	3799756	+	OIFKLK_03547	713.0	2.0e-253	0.966	0.831	0.674	UniRef:UniRef50_A0A0N8QZ02
contig_1	ncRNA	3799848	3799984	+	OIFKLK_03548	112.3	2.6e-19	-	-	-	RFAM:RF00625
contig_1	cds	3800024	3802474	+	OIFKLK_03549	1221.0	0.0	0.996	0.811	0.738	UniRef:UniRef50_A0A379IGZ3
contig_1	cds	3802527	3802853	+	OIFKLK_03550	126.0	5.9e-37	0.926	0.813	0.520	UniRef:UniRef50_A0A0N0XIW2
contig_1	cds	3802880	3805606	+	OIFKLK_03551	1325.0	0.0	0.981	0.982	0.713	UniRef:UniRef50_A0A554X6L6
contig_1	cds	3805618	3806355	+	OIFKLK_03552	334.0	1.6e-114	0.947	0.803	0.698	UniRef:UniRef50_Q9I2W4
contig_1	cds	3806424	3807476	-	OIFKLK_03553	335.0	6.6e-112	1.111	1.013	0.517	UniRef:UniRef50_P13794
contig_1	cds	3807585	3808082	-	OIFKLK_03554	-	-	-	-	-	-
contig_1	cds	3808247	3809071	-	OIFKLK_03555	345.0	1.9e-118	0.996	0.978	0.692	UniRef:UniRef50_Q88L48
contig_1	cds	3809074	3809322	-	OIFKLK_03556	108.0	7.1e-31	1.061	0.888	0.678	UniRef:UniRef50_Q88L49
contig_1	cds	3809377	3810375	-	OIFKLK_03557	426.0	8.4e-149	0.976	0.985	0.667	UniRef:UniRef50_A4XU33
contig_1	cds	3810563	3811051	-	OIFKLK_03558	311.0	2.9e-108	1.0	0.835	0.907	UniRef:UniRef50_P0A8R0
contig_1	cds	3811158	3812168	-	OIFKLK_03559	439.0	5.8e-153	0.979	0.864	0.626	UniRef:UniRef50_A0A1M7LT49
contig_1	cds	3812238	3814613	-	OIFKLK_03560	1435.0	0.0	1.0	0.936	0.914	UniRef:UniRef50_Q02KR1
contig_1	cds	3814785	3815603	+	OIFKLK_03561	444.0	1.1e-156	1.202	1.0	0.734	UniRef:UniRef50_Q88L54
contig_1	cds	3815894	3816433	+	OIFKLK_03562	201.0	8.2e-65	0.955	0.961	0.608	UniRef:UniRef50_UPI000F0340D6
contig_1	cds	3816439	3817965	+	OIFKLK_03563	571.0	3.4e-200	1.0	0.988	0.571	UniRef:UniRef50_A0A2D7WKD4
contig_1	cds	3817969	3818952	+	OIFKLK_03564	442.0	4.5e-155	0.988	0.973	0.697	UniRef:UniRef50_Q9I2X3
contig_1	cds	3819009	3820199	-	OIFKLK_03565	784.0	4.2e-288	1.0	1.0	0.992	UniRef:UniRef50_A0A024HFL7
contig_1	cds	3820210	3821808	-	OIFKLK_03566	1077.0	0.0	0.989	0.960	0.989	UniRef:UniRef50_Q9I2X5
contig_1	cds	3821828	3822853	-	OIFKLK_03567	295.0	1.0e-96	0.918	0.879	0.502	UniRef:UniRef50_L0WAR1
contig_1	cds	3822894	3823655	-	OIFKLK_03568	-	-	-	-	-	-
contig_1	cds	3823734	3824171	-	OIFKLK_03569	136.0	7.6e-40	1.138	0.976	0.545	UniRef:UniRef50_Q9I2X8
contig_1	cds	3824403	3827126	-	OIFKLK_03570	1349.0	0.0	0.986	0.963	0.772	UniRef:UniRef50_A0A5P9C9E8
contig_1	cds	3827129	3829699	-	OIFKLK_03571	1180.0	0.0	1.001	0.926	0.714	UniRef:UniRef50_A0A379IUJ4
contig_1	cds	3829999	3831360	+	OIFKLK_03572	596.0	2.5e-210	0.987	0.819	0.687	UniRef:UniRef50_A0A1Q9QUQ0
contig_1	cds	3831403	3832020	-	OIFKLK_03573	258.0	8.1e-86	0.985	0.838	0.629	UniRef:UniRef50_A0A6N2DKR4
contig_1	cds	3832224	3832958	+	OIFKLK_03574	323.0	2.3e-110	0.975	0.869	0.613	UniRef:UniRef50_A0A9X2WGG2
contig_1	cds	3833023	3833370	+	OIFKLK_03575	209.0	1.6e-69	0.896	0.811	1.0	UniRef:UniRef50_A0A239NPF7
contig_1	cds	3833427	3834401	-	OIFKLK_03576	422.0	1.9e-146	0.994	0.841	0.634	UniRef:UniRef50_P0A9F3
contig_1	cds	3834533	3835030	-	OIFKLK_03577	194.0	5.8e-62	0.958	0.873	0.614	UniRef:UniRef50_Q9I2Y4
contig_1	cds	3835193	3836140	-	OIFKLK_03578	413.0	2.3e-143	0.981	0.870	0.683	UniRef:UniRef50_Q883S4
contig_1	cds	3836140	3836520	-	OIFKLK_03579	140.0	4.1e-42	0.944	0.881	0.605	UniRef:UniRef50_S6J7A8
contig_1	cds	3836835	3837911	+	OIFKLK_03580	493.0	1.1e-173	0.978	0.888	0.706	UniRef:UniRef50_A0A011P7Q5
contig_1	cds	3837969	3838253	-	OIFKLK_03581	160.0	2.6e-51	0.936	0.946	0.886	UniRef:UniRef50_A0A1I5QR46
contig_1	cds	3838640	3839329	+	OIFKLK_03582	279.0	1.8e-93	0.991	0.901	0.621	UniRef:UniRef50_A0A0B7D7I6
contig_1	cds	3839479	3839667	+	OIFKLK_03583	113.0	2.6e-33	1.0	0.939	1.0	UniRef:UniRef50_A0A6A9JWP0
contig_1	cds	3839739	3840245	-	OIFKLK_03584	240.0	2.9e-80	0.994	0.960	0.707	UniRef:UniRef50_B7WUF4
contig_1	cds	3840466	3840954	+	OIFKLK_03585	318.0	2.6e-111	1.0	0.994	1.0	UniRef:UniRef50_Q9I2Z2
contig_1	cds	3841109	3841327	+	OIFKLK_03586	132.0	1.1e-40	1.0	0.867	0.958	UniRef:UniRef50_Q9I2Z3
contig_1	cds	3841355	3841594	+	OIFKLK_03587	-	-	-	-	-	-
contig_1	cds	3841652	3842374	-	OIFKLK_03588	376.0	1.3e-131	1.0	0.920	0.733	UniRef:UniRef50_A0A2X2D6I1
contig_1	cds	3842619	3842990	+	OIFKLK_03589	143.0	2.3e-43	0.967	0.869	0.588	UniRef:UniRef50_A0A063BJ82
contig_1	cds	3842999	3843997	-	OIFKLK_03590	379.0	7.8e-130	0.934	0.891	0.606	UniRef:UniRef50_Q9I2Z7
contig_1	cds	3844020	3844991	-	OIFKLK_03591	341.0	6.0e-115	0.985	0.883	0.525	UniRef:UniRef50_A0A2R8CJE2
contig_1	cds	3845143	3846057	+	OIFKLK_03592	442.0	1.5e-155	0.984	0.943	0.739	UniRef:UniRef50_A0A9P1R5D3
contig_1	cds	3846311	3848455	-	OIFKLK_03593	819.0	9.7e-291	1.017	0.963	0.596	UniRef:UniRef50_R4YR73
contig_1	cds	3848469	3849674	-	OIFKLK_03594	575.0	2.8e-204	1.0	0.868	0.711	UniRef:UniRef50_A0A137S3H5
contig_1	cds	3850106	3850207	+	OIFKLK_03595	-	-	-	-	-	-
contig_1	cds	3850245	3851132	-	OIFKLK_03596	337.0	9.0e-115	1.003	0.990	0.578	UniRef:UniRef50_Q9I302
contig_1	cds	3851245	3852066	+	OIFKLK_03597	333.0	3.5e-113	0.974	0.811	0.624	UniRef:UniRef50_A0A2N7R3J6
contig_1	cds	3852074	3852805	-	OIFKLK_03598	260.0	3.0e-85	1.021	0.852	0.520	UniRef:UniRef50_Q9I304
contig_1	cds	3852887	3853687	-	OIFKLK_03599	395.0	5.0e-138	1.004	0.918	0.712	UniRef:UniRef50_A0A0F6UEU3
contig_1	cds	3853684	3854637	-	OIFKLK_03600	325.0	2.3e-109	1.025	1.006	0.545	UniRef:UniRef50_A4XVI6
contig_1	cds	3854640	3856052	-	OIFKLK_03601	668.0	1.5e-238	0.994	0.866	0.700	UniRef:UniRef50_I0INR8
contig_1	cds	3856402	3857100	-	OIFKLK_03602	320.0	1.0e-109	1.0	0.932	0.634	UniRef:UniRef50_A0A061CTJ5
contig_1	cds	3857198	3857539	-	OIFKLK_03603	144.0	5.1e-44	0.973	0.894	0.600	UniRef:UniRef50_Q9I309
contig_1	cds	3857892	3859949	+	OIFKLK_03604	885.0	0.0	0.999	0.921	0.686	UniRef:UniRef50_A0A0B7DJX5
contig_1	cds	3860120	3862414	+	OIFKLK_03605	1020.0	0.0	1.005	0.997	0.672	UniRef:UniRef50_A0A0K8QVR0
contig_1	cds	3862517	3863161	-	OIFKLK_03606	279.0	6.5e-94	0.939	0.845	0.716	UniRef:UniRef50_Q01253
contig_1	cds	3863140	3863760	-	OIFKLK_03607	236.0	1.1e-77	1.010	0.977	0.553	UniRef:UniRef50_A0A0F7Y061
contig_1	cds	3863769	3864503	-	OIFKLK_03608	279.0	5.0e-93	0.947	0.872	0.641	UniRef:UniRef50_Q01251
contig_1	cds	3864512	3864850	-	OIFKLK_03609	201.0	1.1e-66	1.027	1.0	0.957	UniRef:UniRef50_Q9I315
contig_1	cds	3864850	3865281	-	OIFKLK_03610	-	-	-	-	-	-
contig_1	cds	3865278	3865625	-	OIFKLK_03611	221.0	1.2e-74	1.052	1.0	0.934	UniRef:UniRef50_P95435
contig_1	cds	3865628	3865885	-	OIFKLK_03612	86.3	5.7e-22	0.988	0.966	0.548	UniRef:UniRef50_P95434
contig_1	cds	3865888	3866091	-	OIFKLK_03613	120.0	4.6e-36	1.0	0.957	0.985	UniRef:UniRef50_Q9I317
contig_1	cds	3866054	3867352	-	OIFKLK_03614	519.0	3.6e-182	1.005	1.0	0.604	UniRef:UniRef50_A0A7Y1QL02
contig_1	cds	3867354	3869156	-	OIFKLK_03615	1167.0	0.0	1.0	0.810	1.0	UniRef:UniRef50_Q01244
contig_1	cds	3869156	3869578	-	OIFKLK_03616	246.0	1.6e-83	1.079	1.0	0.874	UniRef:UniRef50_Q9I320
contig_1	cds	3869612	3870442	-	OIFKLK_03617	538.0	1.8e-194	1.0	0.911	0.996	UniRef:UniRef50_Q9I321
contig_1	cds	3870540	3871436	-	OIFKLK_03618	599.0	3.0e-218	1.0	1.0	1.0	UniRef:UniRef50_P26993
contig_1	cds	3871674	3872087	-	OIFKLK_03619	264.0	6.0e-91	1.0	1.0	0.993	UniRef:UniRef50_P26994
contig_1	cds	3872096	3872341	-	OIFKLK_03620	140.0	1.5e-43	1.049	1.0	0.882	UniRef:UniRef50_Q9I322
contig_1	cds	3872350	3872787	-	OIFKLK_03621	-	-	-	-	-	-
contig_1	cds	3872913	3873800	-	OIFKLK_03622	514.0	4.7e-184	1.0	0.910	0.973	UniRef:UniRef50_Q9I323
contig_1	cds	3873812	3874984	-	OIFKLK_03623	228.0	1.8e-69	0.987	0.992	0.527	UniRef:UniRef50_A0A6N3UKS6
contig_1	cds	3874965	3875471	-	OIFKLK_03624	164.0	1.3e-50	0.917	0.933	0.552	UniRef:UniRef50_F9T792
contig_1	cds	3875480	3876364	-	OIFKLK_03625	256.0	1.9e-82	0.963	0.898	0.548	UniRef:UniRef50_G3XD49
contig_1	cds	3876374	3876670	-	OIFKLK_03626	183.0	5.1e-60	1.0	1.0	1.0	UniRef:UniRef50_Q9I326
contig_1	cds	3876698	3877132	-	OIFKLK_03627	147.0	4.4e-44	0.979	0.887	0.525	UniRef:UniRef50_P69959
contig_1	cds	3877129	3879249	-	OIFKLK_03628	946.0	0.0	1.001	0.994	0.720	UniRef:UniRef50_A0A178JFL0
contig_1	cds	3879246	3879575	-	OIFKLK_03629	196.0	1.2e-64	1.037	1.0	0.956	UniRef:UniRef50_Q9I328
contig_1	cds	3879580	3879945	-	OIFKLK_03630	239.0	1.0e-81	1.0	1.0	0.975	UniRef:UniRef50_G3XD37
contig_1	cds	3879942	3880313	-	OIFKLK_03631	238.0	5.6e-81	1.033	1.0	0.961	UniRef:UniRef50_Q9I329
contig_1	cds	3880300	3880578	-	OIFKLK_03632	176.0	1.4e-57	1.011	1.0	0.989	UniRef:UniRef50_G3XCT8
contig_1	cds	3880559	3881425	-	OIFKLK_03633	275.0	1.4e-90	1.017	1.003	0.563	UniRef:UniRef50_Q7N0W3
contig_1	cds	3881649	3882938	+	OIFKLK_03634	550.0	3.3e-193	0.998	0.856	0.666	UniRef:UniRef50_P80153
contig_1	cds	3882935	3883411	+	OIFKLK_03635	263.0	1.1e-89	1.127	1.0	0.871	UniRef:UniRef50_Q9I331
contig_1	cds	3884080	3884478	+	OIFKLK_03636	122.0	7.4e-35	0.977	0.866	0.566	UniRef:UniRef50_A0A367LVA2
contig_1	cds	3884475	3885404	+	OIFKLK_03637	278.0	3.7e-91	0.981	0.968	0.515	UniRef:UniRef50_A0A8H9ZCI0
contig_1	cds	3885401	3886054	+	OIFKLK_03638	224.0	5.8e-72	0.968	0.833	0.581	UniRef:UniRef50_X2F0W3
contig_1	cds	3886057	3886323	+	OIFKLK_03639	135.0	2.4e-41	1.0	0.838	0.807	UniRef:UniRef50_P69982
contig_1	cds	3886320	3887108	+	OIFKLK_03640	317.0	2.2e-107	0.916	0.857	0.708	UniRef:UniRef50_P69984
contig_1	cds	3887105	3888154	+	OIFKLK_03641	495.0	4.0e-175	1.003	0.949	0.734	UniRef:UniRef50_P69986
contig_1	cds	3888260	3890362	-	OIFKLK_03642	874.0	0.0	0.964	0.918	0.643	UniRef:UniRef50_V4PMF9
contig_1	cds	3890365	3891234	-	OIFKLK_03643	577.0	7.3e-210	1.0	1.0	0.993	UniRef:UniRef50_A0A0H2Z9L6
contig_1	cds	3891395	3892255	-	OIFKLK_03644	377.0	1.7e-130	0.986	0.928	0.660	UniRef:UniRef50_A0A0Q0GC91
contig_1	cds	3892404	3893297	+	OIFKLK_03645	379.0	4.7e-131	0.960	0.966	0.656	UniRef:UniRef50_A0A5P9C943
contig_1	cds	3893313	3893504	-	OIFKLK_03646	69.3	7.7e-16	0.937	0.831	0.542	UniRef:UniRef50_A0A0U4VPW1
contig_1	cds	3893553	3894230	-	OIFKLK_03647	421.0	2.5e-149	0.987	0.835	0.982	UniRef:UniRef50_Q48389
contig_1	cds	3894302	3894847	-	OIFKLK_03648	304.0	4.5e-105	1.0	0.900	0.801	UniRef:UniRef50_Q9I341
contig_1	cds	3894844	3895461	-	OIFKLK_03649	343.0	2.3e-119	0.961	0.801	0.838	UniRef:UniRef50_Q9I342
contig_1	cds	3895458	3896609	-	OIFKLK_03650	540.0	3.4e-191	0.987	0.894	0.730	UniRef:UniRef50_A0A024HFG0
contig_1	cds	3896653	3897744	-	OIFKLK_03651	449.0	6.9e-157	0.972	0.972	0.626	UniRef:UniRef50_Q5E3U6
contig_1	cds	3897852	3898835	+	OIFKLK_03652	619.0	1.4e-224	0.994	0.913	0.997	UniRef:UniRef50_Q9I345
contig_1	cds	3898913	3899692	+	OIFKLK_03653	324.0	1.8e-110	0.934	0.896	0.649	UniRef:UniRef50_A4XTH7
contig_1	cds	3899717	3900631	-	OIFKLK_03654	381.0	1.5e-131	0.924	0.892	0.641	UniRef:UniRef50_P39200
contig_1	cds	3900802	3901398	+	OIFKLK_03655	374.0	4.2e-132	0.970	0.842	1.0	UniRef:UniRef50_A0A423MGB7
contig_1	cds	3901571	3901891	+	OIFKLK_03656	196.0	5.8e-65	0.972	0.888	1.0	UniRef:UniRef50_A0A1Q9XXP8
contig_1	cds	3901948	3902505	+	OIFKLK_03657	249.0	1.7e-83	0.989	0.943	0.656	UniRef:UniRef50_A0A379IBL8
contig_1	cds	3902583	3903128	+	OIFKLK_03658	226.0	9.6e-74	1.0	0.819	0.564	UniRef:UniRef50_C1DHG2
contig_1	cds	3903193	3903654	-	OIFKLK_03659	233.0	5.1e-78	1.007	0.975	0.747	UniRef:UniRef50_A0A1V2ZYP4
contig_1	cds	3903900	3904280	+	OIFKLK_03660	-	-	-	-	-	-
contig_1	cds	3904308	3905297	-	OIFKLK_03661	392.0	4.8e-135	1.018	0.936	0.615	UniRef:UniRef50_A0A0C5E9Q9
contig_1	cds	3905294	3906022	-	OIFKLK_03662	278.0	8.9e-93	0.971	0.929	0.617	UniRef:UniRef50_A0A0B7DIF6
